DATE,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202209140000,0.28,NaN,0.03,NaN,0.311,0,0.28,0.061,0.341
202209140100,0.319,NaN,0.03,NaN,0.349,0,0.319,0.061,0.38
202209140200,0.317,NaN,0,NaN,0.317,0,0.317,0.061,0.378
202209140300,0.277,NaN,0,NaN,0.277,0,0.277,0.061,0.338
202209140400,0.214,NaN,0,NaN,0.214,0,0.214,0.03,0.244
202209140500,0.142,NaN,0,NaN,0.142,0,0.142,0.03,0.172
202209140600,0.076,NaN,0,NaN,0.076,0,0.076,0.03,0.106
202209140700,0.036,NaN,0,NaN,0.036,0,0.036,0.03,0.066
202209140800,0.04,NaN,0,NaN,0.04,0,0.04,0.03,0.07
202209140900,0.087,NaN,0,NaN,0.087,0,0.087,0.03,0.117
202209141000,0.159,NaN,0,NaN,0.159,0,0.159,0.03,0.189
202209141100,0.233,NaN,0,NaN,0.233,0,0.233,0.03,0.263
202209141200,0.291,NaN,0,NaN,0.291,0,0.291,0.03,0.321
202209141300,0.32,NaN,0,NaN,0.32,0,0.32,0.03,0.351
202209141400,0.312,NaN,0,NaN,0.312,0,0.312,0.03,0.343
202209141500,0.267,NaN,0,NaN,0.267,0,0.267,0.03,0.297
202209141600,0.194,NaN,0,NaN,0.194,0,0.194,0.03,0.225
202209141700,0.11,NaN,0,NaN,0.11,0,0.11,0.03,0.141
202209141800,0.031,NaN,0,NaN,0.031,-0.03,0.001,0,0.031
202209141900,-0.025,NaN,0,NaN,-0.025,-0.03,-0.055,0,-0.025
202209142000,-0.039,NaN,0,NaN,-0.039,-0.03,-0.069,0,-0.039
202209142100,-0.005,NaN,0,NaN,-0.005,0,-0.005,0,-0.005
202209142200,0.067,NaN,0,NaN,0.067,0,0.067,0,0.067
202209142300,0.154,NaN,0,NaN,0.154,0,0.154,0,0.154
202209150000,0.234,NaN,0,NaN,0.234,0,0.234,0.03,0.264
202209150100,0.291,NaN,0,NaN,0.291,0,0.291,0.03,0.322
202209150200,0.316,NaN,0,NaN,0.316,0,0.316,0.03,0.346
202209150300,0.304,NaN,0,NaN,0.304,0,0.304,0.03,0.334
202209150400,0.259,NaN,0,NaN,0.259,0,0.259,0.03,0.29
202209150500,0.194,NaN,0,NaN,0.194,0,0.194,0.03,0.225
202209150600,0.125,NaN,0.03,NaN,0.155,0,0.125,0.03,0.155
202209150700,0.067,NaN,0.03,NaN,0.098,0.03,0.098,0.061,0.128
202209150800,0.039,NaN,0.03,NaN,0.069,0.03,0.069,0.061,0.1
202209150900,0.05,NaN,0.061,NaN,0.111,0.03,0.081,0.061,0.111
202209151000,0.1,NaN,0.061,NaN,0.161,0.03,0.131,0.091,0.192
202209151100,0.17,NaN,0.061,NaN,0.231,0.061,0.231,0.091,0.262
202209151200,0.237,NaN,0.122,NaN,0.359,0.091,0.329,0.152,0.39
202209151300,0.284,NaN,0.122,NaN,0.406,0.122,0.406,0.152,0.436
202209151400,0.302,NaN,0.152,NaN,0.454,0.122,0.424,0.183,0.485
202209151500,0.287,NaN,0.152,NaN,0.44,0.122,0.409,0.183,0.47
202209151600,0.24,NaN,0.152,NaN,0.393,0.091,0.332,0.183,0.423
202209151700,0.171,NaN,0.152,NaN,0.323,0.091,0.262,0.183,0.354
202209151800,0.095,NaN,0.183,NaN,0.278,0.122,0.217,0.213,0.309
202209151900,0.031,NaN,0.183,NaN,0.214,0.122,0.153,0.213,0.244
202209152000,-0.009,NaN,0.152,NaN,0.144,0.122,0.113,0.213,0.205
202209152100,-0.011,NaN,0.152,NaN,0.141,0.122,0.111,0.183,0.172
202209152200,0.03,NaN,0.152,NaN,0.183,0.122,0.152,0.183,0.213
202209152300,0.103,NaN,0.152,NaN,0.256,0.091,0.195,0.183,0.286
202209160000,0.183,NaN,0.152,NaN,0.336,0.122,0.305,0.183,0.366
202209160100,0.249,NaN,0.152,NaN,0.402,0.122,0.371,0.152,0.402
202209160200,0.291,NaN,0.122,NaN,0.413,0.122,0.413,0.152,0.444
202209160300,0.304,NaN,0.122,NaN,0.426,0.091,0.396,0.152,0.457
202209160400,0.285,NaN,0.122,NaN,0.407,0.061,0.346,0.152,0.437
202209160500,0.237,NaN,0.122,NaN,0.359,0.061,0.298,0.152,0.389
202209160600,0.174,NaN,0.061,NaN,0.235,0.03,0.205,0.122,0.296
