DATE,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202209140000,2.142,2.267,-0.122,0.247,2.267,-0.152,2.237,-0.122,2.267
202209140100,2.277,2.389,-0.152,0.265,2.389,-0.152,2.389,-0.122,2.42
202209140200,2.167,2.255,-0.152,0.241,2.255,-0.152,2.255,-0.122,2.286
202209140300,1.82,1.913,-0.152,0.246,1.913,-0.152,1.913,-0.122,1.944
202209140400,1.305,1.405,-0.122,0.221,1.405,-0.152,1.374,-0.122,1.405
202209140500,0.759,0.856,-0.122,0.218,0.856,-0.152,0.825,-0.091,0.886
202209140600,0.322,0.418,-0.091,0.187,0.418,-0.122,0.387,-0.091,0.418
202209140700,0.079,0.18,-0.091,0.192,0.18,-0.091,0.18,-0.061,0.21
202209140800,0.065,0.143,-0.091,0.169,0.143,-0.091,0.143,-0.061,0.173
202209140900,0.285,0.344,-0.091,0.15,0.344,-0.091,0.344,-0.061,0.374
202209141000,0.691,0.75,-0.091,0.15,0.75,-0.091,0.75,-0.061,0.78
202209141100,1.164,1.224,-0.061,0.121,1.224,-0.091,1.194,-0.061,1.224
202209141200,1.569,1.584,-0.091,0.107,1.584,-0.091,1.584,-0.061,1.615
202209141300,1.816,1.813,-0.091,0.089,1.813,-0.091,1.813,-0.061,1.844
202209141400,1.87,1.907,-0.091,0.129,1.907,-0.091,1.907,-0.061,1.938
202209141500,1.722,1.776,-0.061,0.115,1.776,-0.091,1.746,-0.061,1.776
202209141600,1.408,1.423,-0.061,0.075,1.423,-0.091,1.392,-0.03,1.453
202209141700,1.027,1.045,-0.061,0.079,1.045,-0.061,1.045,-0.03,1.075
202209141800,0.708,0.747,-0.091,0.13,0.747,-0.091,0.747,-0.061,0.777
202209141900,0.544,0.649,-0.091,0.196,0.649,-0.091,0.649,-0.061,0.679
202209142000,0.566,0.664,-0.091,0.189,0.664,-0.091,0.664,-0.061,0.694
202209142100,0.778,0.869,-0.061,0.152,0.869,-0.091,0.838,-0.061,0.869
202209142200,1.149,1.224,-0.061,0.137,1.224,-0.061,1.224,-0.061,1.224
202209142300,1.589,1.7,-0.061,0.173,1.7,-0.061,1.7,-0.061,1.7
202209150000,1.966,2.072,-0.091,0.198,2.072,-0.091,2.072,-0.061,2.103
202209150100,2.18,2.258,-0.091,0.17,2.258,-0.091,2.258,-0.061,2.289
202209150200,2.188,2.248,-0.091,0.151,2.248,-0.091,2.248,-0.061,2.279
202209150300,1.987,2.078,-0.061,0.152,2.078,-0.091,2.048,-0.061,2.078
202209150400,1.598,1.691,-0.061,0.154,1.691,-0.091,1.661,-0.061,1.691
202209150500,1.099,1.166,-0.061,0.128,1.166,-0.091,1.136,-0.03,1.197
202209150600,0.618,0.768,-0.03,0.18,0.768,-0.061,0.737,-0.03,0.768
202209150700,0.269,0.424,-0.03,0.186,0.424,-0.061,0.393,0,0.454
202209150800,0.105,0.223,-0.03,0.148,0.223,-0.061,0.192,0,0.253
202209150900,0.142,0.271,-0.03,0.159,0.271,-0.061,0.24,0,0.301
202209151000,0.372,0.482,-0.03,0.14,0.482,-0.061,0.451,0,0.512
202209151100,0.741,0.811,-0.03,0.1,0.811,-0.061,0.78,-0.03,0.811
202209151200,1.139,1.18,-0.03,0.071,1.18,-0.061,1.149,-0.03,1.18
202209151300,1.456,1.49,-0.03,0.064,1.49,-0.061,1.459,-0.03,1.49
202209151400,1.633,1.666,-0.03,0.064,1.666,-0.061,1.636,-0.03,1.666
202209151500,1.656,1.694,-0.03,0.069,1.694,-0.061,1.664,-0.03,1.694
202209151600,1.527,1.576,-0.03,0.079,1.576,-0.061,1.545,-0.03,1.576
202209151700,1.282,1.288,-0.061,0.067,1.288,-0.061,1.288,-0.03,1.319
202209151800,1.013,1.061,-0.091,0.139,1.061,-0.122,1.03,-0.091,1.061
202209151900,0.824,0.985,-0.091,0.252,0.985,-0.122,0.954,-0.061,1.015
202209152000,0.772,0.863,-0.061,0.151,0.863,-0.091,0.832,-0.061,0.863
202209152100,0.864,0.93,-0.091,0.157,0.93,-0.091,0.93,-0.061,0.96
202209152200,1.091,1.173,-0.091,0.173,1.173,-0.091,1.173,-0.061,1.203
202209152300,1.419,1.533,-0.091,0.205,1.533,-0.122,1.502,-0.061,1.563
202209160000,1.764,1.913,-0.122,0.271,1.913,-0.152,1.883,-0.122,1.913
202209160100,2.017,2.127,-0.122,0.232,2.127,-0.152,2.097,-0.122,2.127
202209160200,2.11,2.184,-0.152,0.226,2.184,-0.152,2.184,-0.122,2.215
202209160300,2.03,2.117,-0.152,0.24,2.117,-0.152,2.117,-0.122,2.148
202209160400,1.786,1.907,-0.152,0.274,1.907,-0.183,1.877,-0.152,1.907
202209160500,1.405,1.561,-0.152,0.308,1.561,-0.183,1.53,-0.152,1.561
202209160600,0.96,1.091,-0.122,0.252,1.091,-0.152,1.06,-0.122,1.091
202209160700,0.563,0.707,-0.122,0.266,0.707,-0.152,0.676,-0.122,0.707
202209160800,0.296,0.421,-0.122,0.246,0.421,-0.152,0.39,-0.091,0.451
202209160900,0.189,0.372,-0.122,0.305,0.372,-0.152,0.341,-0.091,0.402
202209161000,0.243,0.363,-0.122,0.241,0.363,-0.122,0.363,-0.091,0.393
202209161100,0.45,0.549,-0.122,0.221,0.549,-0.122,0.549,-0.091,0.579
202209161200,0.758,0.896,-0.061,0.198,0.896,-0.091,0.865,-0.061,0.896
202209161300,1.074,1.188,-0.061,0.175,1.188,-0.091,1.158,-0.061,1.188
202209161400,1.316,1.405,-0.061,0.15,1.405,-0.091,1.374,-0.061,1.405
202209161500,1.451,1.494,-0.061,0.104,1.494,-0.091,1.463,-0.03,1.524
202209161600,1.477,1.572,-0.061,0.157,1.572,-0.091,1.542,-0.061,1.572
202209161700,1.395,1.444,-0.091,0.141,1.444,-0.091,1.444,-0.061,1.475
202209161800,1.236,1.326,-0.061,0.15,1.326,-0.091,1.295,-0.061,1.326
202209161900,1.076,1.195,-0.061,0.179,1.195,-0.122,1.134,-0.061,1.195
202209162000,0.991,1.106,-0.061,0.175,1.106,-0.091,1.075,-0.03,1.136
202209162100,1.008,1.106,-0.061,0.158,1.106,-0.091,1.075,-0.061,1.106
202209162200,1.121,1.183,-0.061,0.123,1.183,-0.091,1.152,-0.061,1.183
202209162300,1.319,1.39,-0.091,0.162,1.39,-0.091,1.39,-0.061,1.42
202209170000,1.576,1.636,-0.091,0.152,1.636,-0.122,1.606,-0.091,1.636
202209170100,1.819,1.928,-0.122,0.232,1.928,-0.122,1.928,-0.091,1.959
202209170200,1.966,2.011,-0.122,0.167,2.011,-0.122,2.011,-0.091,2.042
202209170300,1.978,2.047,-0.122,0.191,2.047,-0.152,2.017,-0.122,2.047
202209170400,1.859,1.916,-0.122,0.179,1.916,-0.152,1.886,-0.122,1.916
202209170500,1.62,1.736,-0.152,0.269,1.736,-0.152,1.736,-0.122,1.767
202209170600,1.28,1.362,-0.122,0.203,1.362,-0.152,1.331,-0.122,1.362
202209170700,0.906,1.009,-0.122,0.224,1.009,-0.152,0.978,-0.122,1.009
202209170800,0.586,0.668,-0.122,0.203,0.668,-0.152,0.637,-0.122,0.668
202209170900,0.377,0.454,-0.122,0.198,0.454,-0.152,0.423,-0.122,0.454
202209171000,0.291,0.351,-0.152,0.212,0.351,-0.152,0.351,-0.122,0.381
202209171100,0.329,0.384,-0.183,0.238,0.384,-0.183,0.384,-0.152,0.414
202209171200,0.489,0.521,-0.152,0.184,0.521,-0.183,0.49,-0.152,0.521
202209171300,0.731,0.741,-0.152,0.162,0.741,-0.183,0.71,-0.152,0.741
202209171400,0.979,0.963,-0.183,0.166,0.963,-0.183,0.963,-0.152,0.993
202209171500,1.175,1.186,-0.183,0.194,1.186,-0.183,1.186,-0.152,1.216
202209171600,1.304,1.265,-0.183,0.144,1.265,-0.183,1.265,-0.152,1.295
202209171700,1.363,1.341,-0.152,0.13,1.341,-0.183,1.31,-0.152,1.341
202209171800,1.344,1.355,-0.183,0.194,1.355,-0.183,1.355,-0.152,1.386
202209171900,1.267,1.27,-0.183,0.186,1.27,-0.183,1.27,-0.152,1.301
202209172000,1.191,1.241,-0.183,0.233,1.241,-0.183,1.241,-0.152,1.271
202209172100,1.166,1.201,-0.183,0.218,1.201,-0.213,1.17,-0.152,1.231
202209172200,1.203,1.234,-0.183,0.213,1.234,-0.213,1.203,-0.152,1.264
202209172300,1.293,1.298,-0.183,0.187,1.298,-0.213,1.267,-0.183,1.298
202209180000,1.436,1.529,-0.213,0.307,1.529,-0.244,1.499,-0.213,1.529
202209180100,1.617,1.666,-0.213,0.263,1.666,-0.244,1.636,-0.213,1.666
202209180200,1.778,1.806,-0.213,0.242,1.806,-0.244,1.776,-0.213,1.806
