DATE,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202209140000,0.578,NaN,-0.03,NaN,0.548,-0.061,0.517,0.03,0.609
202209140100,0.459,0.516,-0.03,0.087,0.516,-0.061,0.485,0.03,0.577
202209140200,0.334,0.385,-0.03,0.081,0.385,-0.061,0.354,0.03,0.446
202209140300,0.234,0.296,-0.03,0.092,0.296,-0.061,0.265,0.03,0.357
202209140400,0.184,0.246,-0.03,0.092,0.246,-0.061,0.215,0,0.276
202209140500,0.194,0.24,-0.03,0.077,0.24,-0.061,0.209,0,0.27
202209140600,0.259,NaN,-0.03,NaN,0.229,-0.061,0.198,0,0.259
202209140700,0.375,0.448,-0.03,0.103,0.448,-0.061,0.417,0,0.478
202209140800,0.524,0.642,-0.03,0.148,0.642,-0.061,0.611,0,0.672
202209140900,0.667,0.798,-0.03,0.161,0.798,-0.061,0.767,0,0.828
202209141000,0.764,0.874,-0.03,0.141,0.874,-0.091,0.813,0,0.904
202209141100,0.793,0.844,-0.03,0.081,0.844,-0.091,0.783,0,0.874
202209141200,0.75,0.784,-0.061,0.095,0.784,-0.091,0.753,0,0.845
202209141300,0.646,0.676,-0.061,0.09,0.676,-0.091,0.645,0,0.737
202209141400,0.511,0.542,-0.061,0.092,0.542,-0.091,0.511,0,0.603
202209141500,0.372,0.433,-0.061,0.122,0.433,-0.091,0.402,0,0.494
202209141600,0.261,0.36,-0.061,0.16,0.36,-0.091,0.329,0,0.421
202209141700,0.197,0.329,-0.061,0.193,0.329,-0.091,0.298,0,0.39
202209141800,0.185,NaN,-0.061,NaN,0.124,-0.091,0.093,-0.03,0.154
202209141900,0.225,0.433,-0.061,0.269,0.433,-0.091,0.402,-0.03,0.463
202209142000,0.31,0.547,-0.061,0.297,0.547,-0.091,0.516,-0.03,0.577
202209142100,0.413,0.655,-0.061,0.303,0.655,-0.091,0.624,-0.03,0.685
202209142200,0.494,0.701,-0.061,0.268,0.701,-0.091,0.67,-0.03,0.731
202209142300,0.529,0.696,-0.03,0.197,0.696,-0.061,0.665,0,0.726
202209150000,0.512,NaN,-0.03,NaN,0.482,-0.061,0.451,0,0.512
202209150100,0.452,0.557,-0.03,0.135,0.557,-0.061,0.526,0,0.587
202209150200,0.37,0.456,-0.03,0.116,0.456,-0.03,0.456,0,0.486
202209150300,0.292,0.371,-0.03,0.109,0.371,-0.03,0.371,0,0.401
202209150400,0.243,0.338,0,0.094,0.338,-0.03,0.307,0,0.338
202209150500,0.245,0.378,0,0.133,0.378,-0.03,0.347,0,0.378
202209150600,0.303,NaN,0,NaN,0.303,0,0.303,0,0.303
202209150700,0.411,0.768,0,0.357,0.768,0,0.768,0,0.768
202209150800,0.559,0.995,0,0.436,0.995,0,0.995,0,0.995
202209150900,0.72,1.172,0,0.452,1.172,-0.03,1.141,0,1.172
202209151000,0.85,1.256,0,0.406,1.256,-0.03,1.226,0,1.256
202209151100,0.915,1.261,-0.03,0.376,1.261,-0.091,1.2,0,1.291
202209151200,0.903,NaN,0,NaN,0.903,-0.061,0.842,0.03,0.933
202209151300,0.817,0.986,-0.03,0.199,0.986,-0.091,0.925,0.03,1.047
202209151400,0.676,0.782,-0.061,0.167,0.782,-0.122,0.721,0.03,0.873
202209151500,0.505,0.612,-0.03,0.137,0.612,-0.122,0.52,0.03,0.673
202209151600,0.336,0.489,-0.03,0.183,0.489,-0.091,0.428,0.03,0.55
202209151700,0.2,0.46,0,0.26,0.46,-0.061,0.399,0.061,0.521
202209151800,0.116,NaN,0.03,NaN,0.146,-0.061,0.055,0.091,0.207
202209151900,0.091,0.48,0.03,0.358,0.48,-0.03,0.419,0.122,0.571
202209152000,0.125,0.513,0.061,0.327,0.513,0,0.452,0.152,0.604
202209152100,0.203,0.598,0.061,0.333,0.598,0,0.537,0.183,0.72
202209152200,0.295,0.686,0.091,0.3,0.686,0,0.594,0.183,0.777
202209152300,0.364,0.719,0.091,0.264,0.719,0,0.627,0.213,0.841
202209160000,0.395,NaN,0.152,NaN,0.547,0.061,0.456,0.213,0.608
202209160100,0.389,0.708,0.152,0.166,0.708,0.091,0.647,0.244,0.799
202209160200,0.356,0.651,0.183,0.112,0.651,0.091,0.559,0.244,0.712
202209160300,0.312,0.574,0.183,0.079,0.574,0.091,0.482,0.274,0.665
202209160400,0.279,0.514,0.183,0.052,0.514,0.091,0.422,0.274,0.605
202209160500,0.278,0.518,0.183,0.057,0.518,0.091,0.426,0.274,0.609
202209160600,0.327,NaN,0.152,NaN,0.479,0.061,0.388,0.244,0.571
202209160700,0.427,0.685,0.122,0.135,0.685,0.03,0.593,0.244,0.807
202209160800,0.567,0.853,0.122,0.163,0.853,0.03,0.761,0.213,0.944
202209160900,0.73,1.018,0.091,0.196,1.018,0,0.926,0.213,1.14
202209161000,0.882,1.141,0.091,0.167,1.141,0,1.049,0.213,1.262
202209161100,0.984,1.204,0.061,0.159,1.204,-0.03,1.112,0.183,1.326
202209161200,1.01,NaN,0,NaN,1.01,-0.061,0.949,0.091,1.101
202209161300,0.959,1.062,-0.03,0.133,1.062,-0.091,1.001,0.061,1.153
202209161400,0.839,0.917,-0.03,0.108,0.917,-0.122,0.825,0.03,0.977
