DATE,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202209140000,1.98,NaN,-0.152,NaN,1.828,-0.183,1.797,-0.152,1.828
202209140100,2.138,2.127,-0.183,0.172,2.127,-0.183,2.127,-0.152,2.158
202209140200,2.062,1.992,-0.183,0.113,1.992,-0.183,1.992,-0.152,2.023
202209140300,1.783,1.712,-0.152,0.082,1.712,-0.183,1.682,-0.152,1.712
202209140400,1.352,1.305,-0.152,0.105,1.305,-0.183,1.274,-0.152,1.305
202209140500,0.845,0.802,-0.152,0.109,0.802,-0.183,0.771,-0.122,0.832
202209140600,0.389,0.326,-0.122,0.059,0.326,-0.122,0.326,-0.091,0.356
202209140700,0.122,0.091,-0.122,0.091,0.091,-0.122,0.091,-0.091,0.121
202209140800,0.089,0.055,-0.091,0.057,0.055,-0.122,0.024,-0.091,0.055
202209140900,0.256,0.168,-0.091,0.004,0.168,-0.122,0.137,-0.091,0.168
202209141000,0.579,0.485,-0.091,-0.003,0.485,-0.122,0.454,-0.091,0.485
202209141100,1.001,0.884,-0.091,-0.026,0.884,-0.122,0.853,-0.091,0.884
202209141200,1.408,1.326,-0.091,0.009,1.326,-0.122,1.295,-0.091,1.326
202209141300,1.682,1.561,-0.122,0.001,1.561,-0.122,1.561,-0.091,1.591
202209141400,1.764,1.587,-0.122,-0.055,1.587,-0.122,1.587,-0.091,1.618
202209141500,1.668,1.544,-0.091,-0.032,1.544,-0.122,1.514,-0.091,1.544
202209141600,1.434,1.358,-0.091,0.016,1.358,-0.091,1.358,-0.061,1.389
202209141700,1.111,1.049,-0.061,-0.002,1.049,-0.091,1.018,-0.061,1.049
202209141800,0.787,0.68,-0.091,-0.016,0.68,-0.122,0.649,-0.091,0.68
202209141900,0.589,0.521,-0.091,0.023,0.521,-0.122,0.49,-0.061,0.551
202209142000,0.591,0.573,-0.091,0.073,0.573,-0.091,0.573,-0.061,0.603
202209142100,0.77,0.747,-0.091,0.069,0.747,-0.091,0.747,-0.061,0.777
202209142200,1.069,0.999,-0.061,-0.009,0.999,-0.091,0.969,-0.061,0.999
202209142300,1.444,1.377,-0.061,-0.006,1.377,-0.091,1.347,-0.061,1.377
202209150000,1.811,NaN,-0.091,NaN,1.72,-0.122,1.689,-0.091,1.72
202209150100,2.052,2.029,-0.091,0.069,2.029,-0.122,1.999,-0.061,2.06
202209150200,2.088,2.041,-0.091,0.045,2.041,-0.091,2.041,-0.061,2.072
202209150300,1.92,1.822,-0.091,-0.006,1.822,-0.091,1.822,-0.061,1.853
202209150400,1.595,1.494,-0.061,-0.041,1.494,-0.091,1.463,-0.061,1.494
202209150500,1.168,1.173,-0.061,0.065,1.173,-0.091,1.142,-0.03,1.203
202209150600,0.707,0.716,-0.061,0.07,0.716,-0.061,0.716,-0.03,0.746
202209150700,0.329,0.25,-0.03,-0.049,0.25,-0.061,0.219,-0.03,0.25
202209150800,0.145,0.143,-0.03,0.029,0.143,-0.061,0.112,0,0.173
202209150900,0.166,0.177,-0.03,0.041,0.177,-0.061,0.146,0,0.207
202209151000,0.343,0.308,-0.03,-0.005,0.308,-0.061,0.277,-0.03,0.308
202209151100,0.639,0.558,-0.03,-0.051,0.558,-0.061,0.527,-0.03,0.558
202209151200,1.005,0.89,-0.03,-0.085,0.89,-0.061,0.859,-0.03,0.89
202209151300,1.341,1.227,-0.03,-0.083,1.227,-0.061,1.197,-0.03,1.227
202209151400,1.547,1.423,-0.03,-0.094,1.423,-0.061,1.392,-0.03,1.423
202209151500,1.593,1.465,-0.03,-0.097,1.465,-0.061,1.435,-0.03,1.465
202209151600,1.51,1.395,-0.03,-0.084,1.395,-0.061,1.365,-0.03,1.395
202209151700,1.336,1.241,-0.03,-0.065,1.241,-0.061,1.21,-0.03,1.241
202209151800,1.107,1.006,-0.091,-0.01,1.006,-0.122,0.975,-0.061,1.036
202209151900,0.898,0.838,-0.091,0.031,0.838,-0.091,0.838,-0.061,0.868
202209152000,0.813,0.78,-0.061,0.028,0.78,-0.091,0.749,-0.061,0.78
202209152100,0.89,0.863,-0.061,0.034,0.863,-0.091,0.832,-0.061,0.863
202209152200,1.082,1.002,-0.061,-0.018,1.002,-0.091,0.972,-0.061,1.002
202209152300,1.341,1.301,-0.091,0.052,1.301,-0.091,1.301,-0.061,1.331
202209160000,1.636,NaN,-0.152,NaN,1.484,-0.152,1.484,-0.122,1.514
202209160100,1.897,1.877,-0.152,0.133,1.877,-0.152,1.877,-0.122,1.908
202209160200,2.023,1.922,-0.152,0.052,1.922,-0.152,1.922,-0.122,1.953
202209160300,1.965,1.868,-0.152,0.055,1.868,-0.152,1.868,-0.122,1.898
