DATE,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202209140000,3.155,3.09,-0.091,0.027,3.09,-0.091,3.09,-0.061,3.121
202209140100,2.764,2.703,-0.091,0.031,2.703,-0.091,2.703,-0.061,2.734
202209140200,2.088,2.044,-0.091,0.047,2.044,-0.091,2.044,-0.061,2.075
202209140300,1.292,1.255,-0.061,0.024,1.255,-0.091,1.225,-0.061,1.255
202209140400,0.566,0.524,-0.061,0.018,0.524,-0.061,0.524,-0.061,0.524
202209140500,0.083,0.037,-0.061,0.015,0.037,-0.061,0.037,-0.03,0.067
202209140600,-0.049,-0.091,0,-0.041,-0.091,0,-0.091,0,-0.091
202209140700,0.19,0.125,0,-0.065,0.125,0,0.125,0,0.125
202209140800,0.729,0.664,0,-0.066,0.664,0,0.664,0,0.664
202209140900,1.425,1.352,0,-0.072,1.352,0,1.352,0,1.352
202209141000,2.098,2.008,0,-0.089,2.008,0,2.008,0,2.008
202209141100,2.581,2.495,0,-0.086,2.495,0,2.495,0,2.495
202209141200,2.76,2.66,0,-0.1,2.66,0,2.66,0,2.66
202209141300,2.603,2.532,0,-0.071,2.532,0,2.532,0,2.532
202209141400,2.166,2.12,0,-0.046,2.12,0,2.12,0,2.12
202209141500,1.576,1.538,0,-0.038,1.538,0,1.538,0,1.538
202209141600,1,0.972,0,-0.029,0.972,0,0.972,0,0.972
202209141700,0.598,0.585,0,-0.014,0.585,0,0.585,0,0.585
202209141800,0.484,0.479,0,-0.005,0.479,0,0.479,0,0.479
202209141900,0.694,0.71,0,0.015,0.71,0,0.71,0,0.71
202209142000,1.181,1.222,0,0.04,1.222,0,1.222,0,1.222
202209142100,1.825,1.846,0,0.022,1.846,0,1.846,0,1.846
202209142200,2.46,2.483,0,0.023,2.483,0,2.483,0,2.483
202209142300,2.926,2.949,0,0.023,2.949,0,2.949,0,2.949
202209150000,3.1,3.114,-0.03,0.044,3.114,-0.03,3.114,0,3.145
202209150100,2.932,2.937,-0.03,0.035,2.937,-0.03,2.937,-0.03,2.937
202209150200,2.455,2.465,-0.03,0.04,2.465,-0.03,2.465,-0.03,2.465
202209150300,1.779,1.788,-0.03,0.04,1.788,-0.03,1.788,-0.03,1.788
202209150400,1.058,1.066,-0.03,0.039,1.066,-0.03,1.066,-0.03,1.066
202209150500,0.459,0.475,-0.03,0.046,0.475,-0.03,0.475,0,0.505
202209150600,0.113,0.119,-0.03,0.036,0.119,-0.03,0.119,0,0.149
202209150700,0.091,0.107,-0.03,0.047,0.107,-0.03,0.107,0,0.137
202209150800,0.379,0.387,-0.03,0.038,0.387,-0.03,0.387,0,0.417
202209150900,0.896,0.881,-0.03,0.016,0.881,-0.03,0.881,0,0.911
202209151000,1.503,1.462,-0.03,-0.01,1.462,-0.03,1.462,0,1.493
202209151100,2.049,1.974,-0.03,-0.044,1.974,-0.03,1.974,0,2.005
202209151200,2.404,2.297,-0.03,-0.076,2.297,-0.03,2.297,-0.03,2.297
202209151300,2.494,2.401,-0.03,-0.063,2.401,-0.03,2.401,-0.03,2.401
202209151400,2.317,2.206,-0.03,-0.08,2.206,-0.061,2.176,-0.03,2.206
202209151500,1.939,1.852,-0.061,-0.026,1.852,-0.061,1.852,-0.03,1.883
202209151600,1.48,1.393,-0.061,-0.027,1.393,-0.061,1.393,-0.03,1.423
202209151700,1.077,0.994,-0.061,-0.022,0.994,-0.061,0.994,-0.03,1.024
202209151800,0.849,0.783,-0.091,0.026,0.783,-0.091,0.783,-0.091,0.783
202209151900,0.868,0.789,-0.091,0.012,0.789,-0.091,0.789,-0.091,0.789
202209152000,1.139,1.042,-0.091,-0.006,1.042,-0.091,1.042,-0.091,1.042
202209152100,1.6,1.518,-0.091,0.009,1.518,-0.091,1.518,-0.091,1.518
202209152200,2.134,2.047,-0.091,0.005,2.047,-0.122,2.017,-0.091,2.047
202209152300,2.607,2.514,-0.122,0.03,2.514,-0.122,2.514,-0.091,2.545
202209160000,2.893,2.8,-0.152,0.059,2.8,-0.152,2.8,-0.152,2.8
202209160100,2.914,2.821,-0.152,0.059,2.821,-0.152,2.821,-0.152,2.821
202209160200,2.654,2.572,-0.152,0.071,2.572,-0.152,2.572,-0.152,2.572
