DATE,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202209140000,0.72,NaN,0.274,NaN,0.994,0.213,0.933,0.335,1.055
202209140100,0.499,NaN,0.305,NaN,0.804,0.244,0.743,0.366,0.865
202209140200,0.034,NaN,0.335,NaN,0.369,0.274,0.308,0.396,0.43
202209140300,-0.545,NaN,0.335,NaN,-0.21,0.274,-0.271,0.427,-0.118
202209140400,-1.111,NaN,0.335,NaN,-0.776,0.244,-0.867,0.396,-0.715
202209140500,-1.59,NaN,0.305,NaN,-1.285,0.244,-1.346,0.396,-1.194
202209140600,-1.828,NaN,0.335,NaN,-1.493,0.274,-1.554,0.366,-1.462
202209140700,-1.64,NaN,0.305,NaN,-1.335,0.244,-1.396,0.335,-1.305
202209140800,-1.085,NaN,0.274,NaN,-0.811,0.244,-0.841,0.335,-0.75
202209140900,-0.417,NaN,0.274,NaN,-0.143,0.213,-0.204,0.335,-0.082
202209141000,0.174,NaN,0.244,NaN,0.418,0.183,0.357,0.305,0.479
202209141100,0.562,NaN,0.244,NaN,0.806,0.183,0.745,0.274,0.836
202209141200,0.641,NaN,0.213,NaN,0.854,0.152,0.793,0.244,0.885
202209141300,0.393,NaN,0.213,NaN,0.606,0.152,0.545,0.274,0.667
202209141400,-0.128,NaN,0.213,NaN,0.0850000000000001,0.152,0.0240000000000001,0.244,0.116
202209141500,-0.81,NaN,0.213,NaN,-0.597,0.152,-0.658,0.244,-0.566
202209141600,-1.503,NaN,0.183,NaN,-1.32,0.152,-1.351,0.213,-1.29
202209141700,-2.104,NaN,0.152,NaN,-1.952,0.122,-1.982,0.213,-1.891
202209141800,-2.508,NaN,0.091,NaN,-2.417,0.061,-2.447,0.152,-2.356
202209141900,-2.506,NaN,0.091,NaN,-2.415,0.03,-2.476,0.122,-2.384
202209142000,-2.022,NaN,0.061,NaN,-1.961,0.03,-1.992,0.091,-1.931
202209142100,-1.26,NaN,0.061,NaN,-1.199,0,-1.26,0.091,-1.169
202209142200,-0.465,NaN,0.03,NaN,-0.435,0,-0.465,0.061,-0.404
202209142300,0.217,NaN,0.03,NaN,0.247,0,0.217,0.061,0.278
202209150000,0.66,NaN,0.061,NaN,0.721,0.03,0.69,0.122,0.782
202209150100,0.794,NaN,0.091,NaN,0.885,0.061,0.855,0.152,0.946
202209150200,0.622,NaN,0.091,NaN,0.713,0.061,0.683,0.152,0.774
202209150300,0.202,NaN,0.091,NaN,0.293,0.061,0.263,0.152,0.354
202209150400,-0.336,NaN,0.122,NaN,-0.214,0.091,-0.245,0.152,-0.184
202209150500,-0.876,NaN,0.152,NaN,-0.724,0.122,-0.754,0.213,-0.663
202209150600,-1.349,NaN,0.183,NaN,-1.166,0.122,-1.227,0.244,-1.105
202209150700,-1.587,NaN,0.244,NaN,-1.343,0.152,-1.435,0.305,-1.282
202209150800,-1.41,NaN,0.274,NaN,-1.136,0.183,-1.227,0.335,-1.075
202209150900,-0.907,NaN,0.305,NaN,-0.602,0.213,-0.694,0.396,-0.511
202209151000,-0.334,NaN,0.335,NaN,0.000999999999999945,0.244,-0.0900000000000001,0.427,0.0929999999999999
202209151100,0.141,NaN,0.335,NaN,0.476,0.244,0.385,0.427,0.568
202209151200,0.419,NaN,0.335,NaN,0.754,0.244,0.663,0.396,0.815
202209151300,0.421,NaN,0.335,NaN,0.756,0.244,0.665,0.396,0.817
202209151400,0.132,NaN,0.335,NaN,0.467,0.274,0.406,0.396,0.528
202209151500,-0.405,NaN,0.366,NaN,-0.039,0.305,-0.1,0.427,0.022
202209151600,-1.075,NaN,0.366,NaN,-0.709,0.305,-0.77,0.457,-0.618
202209151700,-1.725,NaN,0.366,NaN,-1.359,0.305,-1.42,0.427,-1.298
202209151800,-2.279,NaN,0.396,NaN,-1.883,0.335,-1.944,0.488,-1.791
202209151900,-2.622,NaN,0.366,NaN,-2.256,0.274,-2.348,0.457,-2.165
202209152000,-2.537,NaN,0.335,NaN,-2.202,0.244,-2.293,0.427,-2.11
202209152100,-1.983,NaN,0.305,NaN,-1.678,0.213,-1.77,0.396,-1.587
202209152200,-1.198,NaN,0.244,NaN,-0.954,0.183,-1.015,0.335,-0.863
202209152300,-0.412,NaN,0.183,NaN,-0.229,0.122,-0.29,0.274,-0.138
