DATE,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202209140000,0.094,NaN,-0.03,NaN,0.063,-0.091,0.002,0,0.094
202209140100,0.209,NaN,-0.03,NaN,0.179,-0.091,0.118,0,0.209
202209140200,0.383,NaN,-0.061,NaN,0.322,-0.091,0.291,0,0.383
202209140300,0.554,NaN,-0.061,NaN,0.493,-0.091,0.463,0,0.554
202209140400,0.663,NaN,-0.061,NaN,0.602,-0.091,0.571,-0.03,0.632
202209140500,0.676,NaN,-0.061,NaN,0.615,-0.091,0.585,-0.03,0.646
202209140600,0.618,NaN,-0.061,NaN,0.557,-0.091,0.527,-0.03,0.588
202209140700,0.527,NaN,-0.061,NaN,0.466,-0.091,0.435,-0.03,0.496
202209140800,0.414,NaN,-0.061,NaN,0.353,-0.091,0.323,0,0.414
202209140900,0.281,NaN,-0.061,NaN,0.22,-0.122,0.159,-0.03,0.251
202209141000,0.144,NaN,-0.061,NaN,0.083,-0.122,0.022,-0.03,0.113
202209141100,0.032,NaN,-0.061,NaN,-0.029,-0.091,-0.059,-0.03,0.002
202209141200,-0.018,NaN,-0.061,NaN,-0.079,-0.091,-0.11,-0.03,-0.049
202209141300,0.021,NaN,-0.061,NaN,-0.04,-0.091,-0.07,-0.03,-0.009
202209141400,0.143,NaN,-0.061,NaN,0.082,-0.091,0.052,-0.03,0.113
202209141500,0.299,NaN,-0.061,NaN,0.238,-0.091,0.207,0,0.299
202209141600,0.423,NaN,-0.03,NaN,0.393,-0.061,0.362,0,0.423
202209141700,0.472,NaN,-0.03,NaN,0.441,-0.061,0.411,0,0.472
202209141800,0.448,NaN,-0.03,NaN,0.418,-0.061,0.387,0,0.448
202209141900,0.392,NaN,-0.03,NaN,0.361,-0.03,0.361,0,0.392
202209142000,0.326,NaN,0,NaN,0.326,-0.03,0.296,0,0.326
202209142100,0.251,NaN,0,NaN,0.251,-0.03,0.22,0,0.251
202209142200,0.171,NaN,0,NaN,0.171,0,0.171,0.03,0.201
202209142300,0.107,NaN,0,NaN,0.107,0,0.107,0.03,0.137
202209150000,0.089,NaN,0.03,NaN,0.119,0,0.089,0.03,0.119
202209150100,0.149,NaN,0.03,NaN,0.179,0,0.149,0.061,0.21
202209150200,0.294,NaN,0.061,NaN,0.354,0.03,0.324,0.091,0.385
202209150300,0.483,NaN,0.091,NaN,0.575,0.03,0.514,0.091,0.575
202209150400,0.65,NaN,0.091,NaN,0.741,0.061,0.71,0.122,0.771
202209150500,0.736,NaN,0.122,NaN,0.858,0.061,0.797,0.152,0.888
202209150600,0.725,NaN,0.122,NaN,0.847,0.061,0.786,0.152,0.878
202209150700,0.648,NaN,0.091,NaN,0.739,0.03,0.678,0.152,0.8
202209150800,0.54,NaN,0.091,NaN,0.632,0.03,0.571,0.152,0.693
202209150900,0.411,NaN,0.152,NaN,0.564,0.061,0.472,0.213,0.625
202209151000,0.265,NaN,0.213,NaN,0.478,0.091,0.356,0.305,0.569
202209151100,0.118,NaN,0.274,NaN,0.392,0.122,0.24,0.366,0.483
202209151200,0.001,NaN,0.366,NaN,0.366,0.274,0.275,0.427,0.427
202209151300,-0.046,NaN,0.366,NaN,0.32,0.335,0.289,0.427,0.381
202209151400,0.003,NaN,0.396,NaN,0.4,0.335,0.339,0.457,0.461
