DATE,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202209140000,2.094,NaN,-0.122,NaN,1.972,-0.213,1.881,-0.061,2.033
202209140100,1.695,NaN,-0.122,NaN,1.573,-0.213,1.481,-0.061,1.634
202209140200,1.151,NaN,-0.152,NaN,0.999,-0.213,0.938,-0.061,1.09
202209140300,0.603,NaN,-0.152,NaN,0.451,-0.213,0.39,-0.061,0.542
202209140400,0.179,NaN,-0.152,NaN,0.026,-0.213,-0.035,-0.091,0.087
202209140500,-0.015,NaN,-0.152,NaN,-0.168,-0.183,-0.198,-0.091,-0.107
202209140600,0.087,NaN,-0.152,NaN,-0.066,-0.183,-0.096,-0.091,-0.005
202209140700,0.46,NaN,-0.152,NaN,0.308,-0.183,0.277,-0.091,0.369
202209140800,0.992,NaN,-0.122,NaN,0.871,-0.183,0.81,-0.091,0.901
202209140900,1.542,NaN,-0.122,NaN,1.42,-0.152,1.39,-0.061,1.481
202209141000,1.985,NaN,-0.122,NaN,1.863,-0.152,1.832,-0.061,1.924
202209141100,2.229,NaN,-0.091,NaN,2.138,-0.122,2.107,-0.061,2.168
202209141200,2.221,NaN,-0.061,NaN,2.16,-0.091,2.129,0,2.221
202209141300,1.95,NaN,-0.03,NaN,1.92,-0.091,1.859,0,1.95
202209141400,1.483,NaN,-0.03,NaN,1.452,-0.061,1.422,0,1.483
202209141500,0.947,NaN,0,NaN,0.947,-0.03,0.916,0,0.947
202209141600,0.475,NaN,0,NaN,0.475,-0.03,0.445,0.03,0.506
202209141700,0.18,NaN,0,NaN,0.18,0,0.18,0.03,0.211
202209141800,0.145,NaN,0,NaN,0.145,0,0.145,0.03,0.176
202209141900,0.391,NaN,0,NaN,0.391,0,0.391,0.03,0.421
202209142000,0.839,NaN,0.03,NaN,0.87,0,0.839,0.061,0.9
202209142100,1.355,NaN,0.061,NaN,1.416,0.03,1.386,0.061,1.416
202209142200,1.808,NaN,0.091,NaN,1.9,0.061,1.869,0.091,1.9
202209142300,2.096,NaN,0.122,NaN,2.218,0.091,2.187,0.152,2.248
202209150000,2.154,NaN,0.183,NaN,2.337,0.152,2.306,0.213,2.367
202209150100,1.954,NaN,0.213,NaN,2.167,0.183,2.137,0.244,2.198
202209150200,1.529,NaN,0.244,NaN,1.772,0.213,1.742,0.274,1.803
202209150300,0.989,NaN,0.274,NaN,1.263,0.244,1.233,0.305,1.294
202209150400,0.474,NaN,0.335,NaN,0.81,0.274,0.749,0.396,0.871
202209150500,0.101,NaN,0.396,NaN,0.497,0.305,0.406,0.488,0.589
202209150600,-0.035,NaN,0.427,NaN,0.392,0.366,0.331,0.488,0.453
202209150700,0.12,NaN,0.488,NaN,0.608,0.427,0.547,0.549,0.669
202209150800,0.53,NaN,0.549,NaN,1.078,0.457,0.987,0.579,1.109
202209150900,1.075,NaN,0.549,NaN,1.624,0.488,1.563,0.61,1.685
202209151000,1.615,NaN,0.579,NaN,2.194,0.518,2.133,0.64,2.255
202209151100,2.033,NaN,0.579,NaN,2.612,0.518,2.551,0.671,2.704
202209151200,2.249,NaN,0.61,NaN,2.859,0.549,2.798,0.671,2.92
202209151300,2.214,NaN,0.64,NaN,2.854,0.579,2.793,0.701,2.915
202209151400,1.926,NaN,0.671,NaN,2.597,0.579,2.505,0.732,2.658
202209151500,1.463,NaN,0.701,NaN,2.164,0.61,2.072,0.762,2.225
202209151600,0.954,NaN,0.701,NaN,1.655,0.61,1.563,0.762,1.716
202209151700,0.521,NaN,0.701,NaN,1.222,0.61,1.131,0.792,1.314
202209151800,0.263,NaN,0.671,NaN,0.934,0.579,0.842,0.732,0.995
202209151900,0.257,NaN,0.61,NaN,0.867,0.518,0.775,0.701,0.958
202209152000,0.512,NaN,0.549,NaN,1.061,0.488,1,0.64,1.152
202209152100,0.942,NaN,0.488,NaN,1.43,0.427,1.369,0.579,1.522
202209152200,1.413,NaN,0.427,NaN,1.84,0.366,1.779,0.518,1.932
202209152300,1.804,NaN,0.366,NaN,2.169,0.274,2.078,0.457,2.261
202209160000,2.028,NaN,0.335,NaN,2.363,0.305,2.333,0.396,2.424
202209160100,2.03,NaN,0.335,NaN,2.366,0.274,2.305,0.366,2.396
202209160200,1.791,NaN,0.335,NaN,2.126,0.274,2.065,0.366,2.157
202209160300,1.357,NaN,0.335,NaN,1.692,0.305,1.661,0.366,1.722
202209160400,0.844,NaN,0.305,NaN,1.149,0.274,1.119,0.366,1.21
202209160500,0.381,NaN,0.305,NaN,0.686,0.274,0.656,0.335,0.717
202209160600,0.069,NaN,0.274,NaN,0.343,0.244,0.313,0.305,0.374
202209160700,-0.006,NaN,0.274,NaN,0.268,0.213,0.207,0.305,0.298
202209160800,0.199,NaN,0.274,NaN,0.473,0.213,0.412,0.305,0.504
202209160900,0.634,NaN,0.244,NaN,0.878,0.213,0.847,0.305,0.939
202209161000,1.173,NaN,0.274,NaN,1.447,0.244,1.417,0.335,1.508
202209161100,1.682,NaN,0.305,NaN,1.987,0.244,1.926,0.335,2.017
202209161200,2.06,NaN,0.335,NaN,2.395,0.305,2.365,0.366,2.426
202209161300,2.236,NaN,0.366,NaN,2.602,0.305,2.541,0.457,2.693
202209161400,2.169,NaN,0.396,NaN,2.566,0.305,2.474,0.488,2.657
202209161500,1.87,NaN,0.427,NaN,2.296,0.305,2.174,0.518,2.388
202209161600,1.424,NaN,0.488,NaN,1.912,0.305,1.729,0.579,2.003
202209161700,0.956,NaN,0.549,NaN,1.504,0.396,1.352,0.671,1.626
202209161800,0.568,NaN,0.64,NaN,1.208,0.488,1.055,0.701,1.269
202209161900,0.35,NaN,0.701,NaN,1.051,0.549,0.899,0.792,1.143
202209162000,0.375,NaN,0.762,NaN,1.137,0.64,1.015,0.853,1.229
202209162100,0.637,NaN,0.853,NaN,1.49,0.732,1.369,0.945,1.582
202209162200,1.039,NaN,0.914,NaN,1.953,0.792,1.832,1.006,2.045
202209162300,1.454,NaN,0.975,NaN,2.429,0.823,2.277,1.067,2.521
202209170000,1.778,NaN,1.128,NaN,2.905,1.006,2.783,1.25,3.027
202209170100,1.938,NaN,1.219,NaN,3.157,1.097,3.035,1.311,3.249
202209170200,1.889,NaN,1.28,NaN,3.169,1.158,3.047,1.402,3.291
202209170300,1.623,NaN,1.372,NaN,2.995,1.25,2.873,1.494,3.117
202209170400,1.2,NaN,1.463,NaN,2.663,1.341,2.541,1.585,2.785
202209170500,0.731,NaN,1.615,NaN,2.347,1.433,2.164,1.768,2.499
202209170600,0.327,NaN,1.768,NaN,2.095,1.554,1.882,1.92,2.248
202209170700,0.077,NaN,1.89,NaN,1.967,1.707,1.784,2.073,2.15
202209170800,0.062,NaN,1.951,NaN,2.013,1.798,1.86,2.134,2.196
202209170900,0.311,NaN,1.951,NaN,2.261,1.798,2.109,2.073,2.383
202209171000,0.755,NaN,1.89,NaN,2.644,1.768,2.523,2.012,2.766
202209171100,1.268,NaN,1.798,NaN,3.066,1.707,2.975,1.92,3.188
202209171200,1.732,NaN,1.554,NaN,3.287,1.341,3.074,1.707,3.439
202209171300,2.06,NaN,1.494,NaN,3.554,1.28,3.34,1.615,3.676
202209171400,2.191,NaN,1.433,NaN,3.624,1.28,3.471,1.554,3.746
202209171500,2.095,NaN,1.402,NaN,3.497,1.28,3.375,1.494,3.589
202209171600,1.796,NaN,1.341,NaN,3.137,1.28,3.076,1.463,3.259
202209171700,1.379,NaN,1.311,NaN,2.69,1.219,2.598,1.433,2.811
202209171800,0.954,NaN,1.219,NaN,2.173,1.128,2.082,1.372,2.326
202209171900,0.612,NaN,1.158,NaN,1.77,1.067,1.679,1.311,1.923
202209172000,0.439,NaN,1.128,NaN,1.567,1.036,1.475,1.219,1.658
202209172100,0.494,NaN,1.067,NaN,1.561,0.975,1.47,1.128,1.622
202209172200,0.755,NaN,1.006,NaN,1.761,0.914,1.67,1.097,1.853
202209172300,1.121,NaN,0.945,NaN,2.066,0.853,1.974,1.036,2.157
202209180000,1.477,NaN,0.853,NaN,2.331,0.762,2.239,0.914,2.392
202209180100,1.735,NaN,0.762,NaN,2.497,0.701,2.436,0.853,2.589
202209180200,1.836,NaN,0.701,NaN,2.537,0.64,2.477,0.762,2.598
202209180300,1.747,NaN,0.671,NaN,2.418,0.61,2.357,0.701,2.448
202209180400,1.472,NaN,0.61,NaN,2.081,0.549,2.02,0.671,2.142
202209180500,1.072,NaN,0.579,NaN,1.651,0.518,1.59,0.64,1.712
202209180600,0.651,NaN,0.427,NaN,1.078,0.396,1.048,0.488,1.139
202209180700,0.306,NaN,0.396,NaN,0.702,0.335,0.641,0.427,0.732
202209180800,0.117,NaN,0.335,NaN,0.453,0.274,0.392,0.396,0.514
202209180900,0.158,NaN,0.274,NaN,0.432,0.244,0.401,0.335,0.493
202209181000,0.435,NaN,0.244,NaN,0.679,0.183,0.618,0.274,0.71
202209181100,0.872,NaN,0.183,NaN,1.055,0.122,0.994,0.213,1.085
202209181200,1.349,NaN,0.061,NaN,1.41,0.03,1.38,0.122,1.471
202209181300,1.762,NaN,0.03,NaN,1.792,0,1.762,0.03,1.792
202209181400,2.036,NaN,0,NaN,2.036,-0.03,2.005,0,2.036
202209181500,2.125,NaN,-0.03,NaN,2.094,-0.061,2.064,0,2.125
202209181600,2.009,NaN,-0.061,NaN,1.948,-0.091,1.918,-0.03,1.979
202209181700,1.718,NaN,-0.091,NaN,1.626,-0.091,1.626,-0.03,1.687
202209181800,1.331,NaN,-0.122,NaN,1.209,-0.152,1.179,-0.091,1.24
202209181900,0.949,NaN,-0.122,NaN,0.827,-0.152,0.797,-0.091,0.858
202209182000,0.654,NaN,-0.122,NaN,0.532,-0.152,0.502,-0.091,0.563
202209182100,0.525,NaN,-0.152,NaN,0.373,-0.152,0.373,-0.122,0.403
202209182200,0.605,NaN,-0.152,NaN,0.453,-0.152,0.453,-0.122,0.483
202209182300,0.859,NaN,-0.152,NaN,0.706,-0.183,0.676,-0.122,0.737
202209190000,1.186,NaN,-0.274,NaN,0.912,-0.274,0.912,-0.244,0.942
202209190100,1.487,NaN,-0.244,NaN,1.243,-0.274,1.212,-0.244,1.243
202209190200,1.685,NaN,-0.244,NaN,1.441,-0.274,1.411,-0.213,1.472
202209190300,1.737,NaN,-0.244,NaN,1.494,-0.274,1.463,-0.213,1.524
202209190400,1.622,NaN,-0.244,NaN,1.379,-0.244,1.379,-0.213,1.409
202209190500,1.348,NaN,-0.244,NaN,1.104,-0.244,1.104,-0.213,1.134
202209190600,0.974,NaN,-0.274,NaN,0.7,-0.305,0.67,-0.244,0.731
202209190700,0.599,NaN,-0.274,NaN,0.325,-0.305,0.294,-0.244,0.355
202209190800,0.308,NaN,-0.274,NaN,0.034,-0.274,0.034,-0.244,0.064
202209190900,0.176,NaN,-0.274,NaN,-0.098,-0.274,-0.098,-0.244,-0.067
202209191000,0.26,NaN,-0.274,NaN,-0.014,-0.274,-0.014,-0.244,0.016
202209191100,0.554,NaN,-0.274,NaN,0.28,-0.274,0.28,-0.244,0.31
202209191200,0.974,NaN,-0.183,NaN,0.792,-0.183,0.792,-0.152,0.822
202209191300,1.411,NaN,-0.183,NaN,1.228,-0.183,1.228,-0.152,1.259
202209191400,1.771,NaN,-0.152,NaN,1.619,-0.183,1.589,-0.152,1.619
202209191500,1.998,NaN,-0.152,NaN,1.845,-0.183,1.815,-0.152,1.845
202209191600,2.054,NaN,-0.152,NaN,1.902,-0.183,1.871,-0.152,1.902
202209191700,1.926,NaN,-0.152,NaN,1.774,-0.183,1.743,-0.152,1.774
202209191800,1.642,NaN,-0.03,NaN,1.612,-0.03,1.612,0,1.642
202209191900,1.284,NaN,-0.03,NaN,1.253,-0.03,1.253,0,1.284
202209192000,0.942,NaN,-0.03,NaN,0.911,-0.03,0.911,0,0.942
202209192100,0.692,NaN,-0.03,NaN,0.661,-0.03,0.661,0,0.692
202209192200,0.6,NaN,-0.03,NaN,0.57,-0.061,0.539,0,0.6
202209192300,0.699,NaN,-0.03,NaN,0.668,-0.061,0.638,-0.03,0.668
202209200000,0.942,NaN,0.03,NaN,0.973,0,0.942,0.061,1.003
202209200100,1.235,NaN,0.03,NaN,1.266,0,1.235,0.061,1.296
202209200200,1.486,NaN,0.03,NaN,1.517,0,1.486,0.03,1.517
202209200300,1.637,NaN,0.03,NaN,1.668,0,1.637,0.03,1.668
202209200400,1.657,NaN,0,NaN,1.657,0,1.657,0.03,1.687
202209200500,1.525,NaN,0,NaN,1.525,0,1.525,0.03,1.556
202209200600,1.252,NaN,0,NaN,1.252,0,1.252,0.03,1.283
202209200700,0.901,NaN,0,NaN,0.901,0,0.901,0.03,0.932
202209200800,0.567,NaN,0,NaN,0.567,0,0.567,0.03,0.597
202209200900,0.325,NaN,0,NaN,0.325,0,0.325,0.03,0.355
202209201000,0.238,NaN,0,NaN,0.238,0,0.238,0,0.238
202209201100,0.354,NaN,0,NaN,0.354,0,0.354,0,0.354
202209201200,0.657,NaN,0,NaN,0.657,0,0.657,0,0.657
202209201300,1.059,NaN,0,NaN,1.059,0,1.059,0,1.059
202209201400,1.456,NaN,0,NaN,1.456,0,1.456,0,1.456
202209201500,1.772,NaN,0,NaN,1.772,0,1.772,0,1.772
202209201600,1.963,NaN,0,NaN,1.963,0,1.963,0,1.963
202209201700,1.994,NaN,0,NaN,1.994,0,1.994,0,1.994
202209201800,1.852,NaN,-0.03,NaN,1.821,-0.061,1.791,-0.03,1.821
