DATE,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202209140000,0.358,NaN,0,NaN,0.358,-0.03,0.328,0.03,0.388
202209140100,0.239,NaN,0,NaN,0.239,-0.03,0.209,0.03,0.269
202209140200,0.14,NaN,0,NaN,0.14,-0.03,0.11,0,0.14
202209140300,0.082,NaN,-0.03,NaN,0.052,-0.061,0.021,0,0.082
202209140400,0.0949999999999999,NaN,-0.03,NaN,0.0649999999999999,-0.061,0.0339999999999999,0,0.0949999999999999
202209140500,0.192,NaN,-0.03,NaN,0.162,-0.061,0.131,0,0.192
202209140600,0.338,NaN,-0.03,NaN,0.308,-0.061,0.277,0,0.338
202209140700,0.484,NaN,-0.03,NaN,0.454,-0.061,0.423,0,0.484
202209140800,0.587,NaN,-0.03,NaN,0.557,-0.061,0.526,0,0.587
202209140900,0.63,NaN,-0.03,NaN,0.6,-0.061,0.569,0,0.63
202209141000,0.621,NaN,-0.03,NaN,0.591,-0.091,0.53,0,0.621
202209141100,0.567,NaN,-0.061,NaN,0.506,-0.091,0.476,0,0.567
202209141200,0.478,NaN,-0.061,NaN,0.417,-0.091,0.387,-0.03,0.448
202209141300,0.371,NaN,-0.061,NaN,0.31,-0.091,0.28,-0.03,0.341
202209141400,0.265,NaN,-0.061,NaN,0.204,-0.091,0.174,-0.03,0.235
202209141500,0.18,NaN,-0.061,NaN,0.119,-0.091,0.0890000000000001,-0.03,0.15
202209141600,0.144,NaN,-0.061,NaN,0.083,-0.091,0.053,-0.03,0.114
202209141700,0.183,NaN,-0.061,NaN,0.122,-0.091,0.0919999999999999,-0.03,0.153
202209141800,0.28,NaN,-0.061,NaN,0.219,-0.091,0.189,-0.03,0.25
202209141900,0.393,NaN,-0.061,NaN,0.332,-0.091,0.302,-0.03,0.363
202209142000,0.481,NaN,-0.061,NaN,0.42,-0.091,0.39,-0.03,0.451
202209142100,0.516,NaN,-0.061,NaN,0.455,-0.091,0.425,-0.03,0.486
202209142200,0.497,NaN,-0.061,NaN,0.436,-0.091,0.406,-0.03,0.467
202209142300,0.438,NaN,-0.061,NaN,0.377,-0.091,0.347,0,0.438
202209150000,0.355,NaN,-0.03,NaN,0.325,-0.061,0.294,0,0.355
202209150100,0.263,NaN,-0.03,NaN,0.233,-0.061,0.202,0,0.263
202209150200,0.18,NaN,-0.03,NaN,0.15,-0.061,0.119,0,0.18
202209150300,0.122,NaN,-0.03,NaN,0.092,-0.061,0.061,0,0.122
202209150400,0.111,NaN,-0.03,NaN,0.0809999999999999,-0.03,0.0809999999999999,0,0.111
202209150500,0.175,NaN,-0.03,NaN,0.145,-0.03,0.145,0,0.175
202209150600,0.308,NaN,0,NaN,0.308,-0.03,0.278,0,0.308
202209150700,0.474,NaN,0,NaN,0.474,-0.03,0.444,0,0.474
202209150800,0.627,NaN,0,NaN,0.627,-0.03,0.597,0.03,0.657
202209150900,0.726,NaN,0,NaN,0.726,-0.061,0.665,0.03,0.756
202209151000,0.749,NaN,-0.03,NaN,0.719,-0.091,0.658,0,0.749
202209151100,0.706,NaN,-0.061,NaN,0.645,-0.122,0.584,0,0.706
202209151200,0.619,NaN,0.061,NaN,0.68,0,0.619,0.122,0.741
202209151300,0.501,NaN,0.091,NaN,0.592,0,0.501,0.152,0.653
202209151400,0.369,NaN,0.091,NaN,0.46,0,0.369,0.152,0.521
202209151500,0.242,NaN,0.091,NaN,0.333,0,0.242,0.152,0.394
202209151600,0.141,NaN,0.091,NaN,0.232,0,0.141,0.152,0.293
202209151700,0.098,NaN,0.091,NaN,0.189,0,0.098,0.183,0.281
202209151800,0.127,NaN,0.152,NaN,0.279,0.061,0.188,0.244,0.371
202209151900,0.209,NaN,0.183,NaN,0.392,0.091,0.3,0.244,0.453
202209152000,0.309,NaN,0.213,NaN,0.522,0.122,0.431,0.274,0.583
202209152100,0.386,NaN,0.213,NaN,0.599,0.152,0.538,0.305,0.691
202209152200,0.406,NaN,0.244,NaN,0.65,0.152,0.558,0.305,0.711
202209152300,0.374,NaN,0.244,NaN,0.618,0.183,0.557,0.335,0.709
202209160000,0.317,NaN,0.244,NaN,0.561,0.183,0.5,0.305,0.622
202209160100,0.254,NaN,0.274,NaN,0.528,0.183,0.437,0.335,0.589
202209160200,0.192,NaN,0.274,NaN,0.466,0.183,0.375,0.335,0.527
202209160300,0.146,NaN,0.244,NaN,0.39,0.183,0.329,0.305,0.451
202209160400,0.131,NaN,0.244,NaN,0.375,0.152,0.283,0.305,0.436
202209160500,0.168,NaN,0.213,NaN,0.381,0.152,0.32,0.305,0.473
202209160600,0.27,NaN,0.183,NaN,0.453,0.091,0.361,0.274,0.544
202209160700,0.427,NaN,0.183,NaN,0.61,0.091,0.518,0.274,0.701
202209160800,0.606,NaN,0.152,NaN,0.758,0.091,0.697,0.244,0.85
202209160900,0.757,NaN,0.152,NaN,0.909,0.061,0.818,0.244,1.001
202209161000,0.834,NaN,0.122,NaN,0.956,0.061,0.895,0.213,1.047
202209161100,0.821,NaN,0.091,NaN,0.912,0.03,0.851,0.213,1.034
202209161200,0.745,NaN,0.03,NaN,0.775,-0.03,0.715,0.122,0.867
202209161300,0.634,NaN,0,NaN,0.634,-0.091,0.543,0.091,0.725
202209161400,0.496,NaN,-0.061,NaN,0.435,-0.122,0.374,0.061,0.557
202209161500,0.348,NaN,-0.061,NaN,0.287,-0.152,0.196,0.03,0.378
202209161600,0.211,NaN,-0.061,NaN,0.15,-0.152,0.059,0,0.211
202209161700,0.106,NaN,-0.091,NaN,0.015,-0.183,-0.077,0,0.106
202209161800,0.0589999999999999,NaN,-0.213,NaN,-0.154,-0.366,-0.307,-0.061,-0.00200000000000006
202209161900,0.08,NaN,-0.305,NaN,-0.225,-0.427,-0.347,-0.122,-0.042
202209162000,0.156,NaN,-0.366,NaN,-0.21,-0.488,-0.332,-0.183,-0.027
202209162100,0.247,NaN,-0.427,NaN,-0.18,-0.549,-0.302,-0.274,-0.027
202209162200,0.305,NaN,-0.457,NaN,-0.152,-0.579,-0.274,-0.335,-0.03
202209162300,0.304,NaN,-0.457,NaN,-0.153,-0.61,-0.306,-0.335,-0.0310000000000001
202209170000,0.265,NaN,-0.213,NaN,0.052,-0.427,-0.162,0.091,0.356
202209170100,0.22,NaN,-0.152,NaN,0.0679999999999999,-0.366,-0.146,0.152,0.372
202209170200,0.179,NaN,-0.091,NaN,0.0879999999999999,-0.274,-0.0950000000000001,0.244,0.423
202209170300,0.148,NaN,-0.03,NaN,0.118,-0.244,-0.096,0.274,0.422
202209170400,0.14,NaN,0,NaN,0.14,-0.213,-0.073,0.274,0.414
202209170500,0.167,NaN,0.03,NaN,0.197,-0.213,-0.0460000000000001,0.305,0.472
202209170600,0.238,NaN,0.213,NaN,0.451,0.061,0.299,0.396,0.634
202209170700,0.365,NaN,0.305,NaN,0.67,0.122,0.487,0.488,0.853
202209170800,0.541,NaN,0.427,NaN,0.968,0.122,0.663,0.61,1.151
202209170900,0.723,NaN,0.549,NaN,1.272,0.213,0.936,0.762,1.485
202209171000,0.854,NaN,0.732,NaN,1.586,0.427,1.281,0.975,1.829
202209171100,0.893,NaN,1.006,NaN,1.899,0.671,1.564,1.28,2.173
202209171200,0.846,NaN,1.463,NaN,2.309,1.25,2.096,1.737,2.583
202209171300,0.748,NaN,1.615,NaN,2.363,1.433,2.181,1.89,2.638
202209171400,0.621,NaN,1.92,NaN,2.541,1.615,2.236,2.195,2.816
202209171500,0.471,NaN,2.195,NaN,2.666,1.707,2.178,2.499,2.97
202209171600,0.319,NaN,2.469,NaN,2.788,1.859,2.178,2.835,3.154
202209171700,0.182,NaN,2.713,NaN,2.895,2.012,2.194,3.109,3.291
202209171800,0.0769999999999998,NaN,2.743,NaN,2.82,2.103,2.18,3.078,3.155
202209171900,0.0289999999999999,NaN,2.835,NaN,2.864,2.347,2.376,3.109,3.138
202209172000,0.0519999999999999,NaN,2.865,NaN,2.917,2.469,2.521,3.17,3.222
202209172100,0.126,NaN,2.865,NaN,2.991,2.53,2.656,3.109,3.235
202209172200,0.201,NaN,2.835,NaN,3.036,2.53,2.731,3.048,3.249
202209172300,0.232,NaN,2.804,NaN,3.036,2.53,2.762,2.987,3.219
202209180000,0.214,NaN,2.621,NaN,2.835,2.377,2.591,2.804,3.018
202209180100,0.178,NaN,2.591,NaN,2.769,2.377,2.555,2.743,2.921
202209180200,0.149,NaN,2.56,NaN,2.709,2.377,2.526,2.682,2.831
202209180300,0.131,NaN,2.53,NaN,2.661,2.347,2.478,2.682,2.813
202209180400,0.131,NaN,2.499,NaN,2.63,2.316,2.447,2.652,2.783
202209180500,0.159,NaN,2.469,NaN,2.628,2.316,2.475,2.621,2.78
202209180600,0.215,NaN,2.256,NaN,2.471,2.134,2.349,2.438,2.653
202209180700,0.309,NaN,2.195,NaN,2.504,2.073,2.382,2.377,2.686
202209180800,0.457,NaN,2.103,NaN,2.56,2.012,2.469,2.286,2.743
202209180900,0.641,NaN,2.012,NaN,2.653,1.92,2.561,2.195,2.836
202209181000,0.809,NaN,1.951,NaN,2.76,1.829,2.638,2.073,2.882
202209181100,0.906,NaN,1.859,NaN,2.765,1.737,2.643,1.981,2.887
202209181200,0.908,NaN,1.707,NaN,2.615,1.554,2.462,1.92,2.828
202209181300,0.837,NaN,1.615,NaN,2.452,1.463,2.3,1.829,2.666
202209181400,0.727,NaN,1.554,NaN,2.281,1.402,2.129,1.737,2.464
202209181500,0.59,NaN,1.463,NaN,2.053,1.341,1.931,1.646,2.236
202209181600,0.44,NaN,1.402,NaN,1.842,1.28,1.72,1.554,1.994
202209181700,0.293,NaN,1.341,NaN,1.634,1.219,1.512,1.463,1.756
202209181800,0.16,NaN,1.25,NaN,1.41,1.158,1.318,1.341,1.501
202209181900,0.0559999999999999,NaN,1.189,NaN,1.245,1.097,1.153,1.28,1.336
202209182000,0.0149999999999999,NaN,1.097,NaN,1.112,1.036,1.051,1.189,1.204
202209182100,0.0439999999999999,NaN,1.036,NaN,1.08,0.945,0.989,1.128,1.172
202209182200,0.108,NaN,0.975,NaN,1.083,0.884,0.992,1.067,1.175
202209182300,0.158,NaN,0.914,NaN,1.072,0.823,0.981,1.036,1.194
202209190000,0.167,NaN,0.914,NaN,1.081,0.762,0.929,1.067,1.234
202209190100,0.142,NaN,0.884,NaN,1.026,0.701,0.843,1.036,1.178
202209190200,0.114,NaN,0.853,NaN,0.967,0.64,0.754,1.006,1.12
202209190300,0.102,NaN,0.792,NaN,0.894,0.579,0.681,1.006,1.108
202209190400,0.108,NaN,0.762,NaN,0.87,0.518,0.626,0.975,1.083
202209190500,0.138,NaN,0.701,NaN,0.839,0.457,0.595,0.945,1.083
202209190600,0.19,NaN,0.427,NaN,0.617,0.335,0.525,0.549,0.739
202209190700,0.263,NaN,0.396,NaN,0.659,0.305,0.568,0.488,0.751
202209190800,0.376,NaN,0.335,NaN,0.711,0.244,0.62,0.427,0.803
202209190900,0.538,NaN,0.305,NaN,0.843,0.213,0.751,0.396,0.934
202209191000,0.715,NaN,0.244,NaN,0.959,0.152,0.867,0.366,1.081
202209191100,0.854,NaN,0.213,NaN,1.067,0.122,0.976,0.335,1.189
202209191200,0.916,NaN,0.183,NaN,1.099,0.122,1.038,0.274,1.19
202209191300,0.893,NaN,0.152,NaN,1.045,0.091,0.984,0.213,1.106
202209191400,0.808,NaN,0.122,NaN,0.93,0.061,0.869,0.183,0.991
202209191500,0.69,NaN,0.091,NaN,0.781,0.03,0.72,0.152,0.842
202209191600,0.556,NaN,0.061,NaN,0.617,0,0.556,0.122,0.678
202209191700,0.414,NaN,0.03,NaN,0.444,0,0.414,0.122,0.536
202209191800,0.273,NaN,0.152,NaN,0.425,0.091,0.364,0.213,0.486
202209191900,0.143,NaN,0.122,NaN,0.265,0.091,0.234,0.213,0.356
202209192000,0.0489999999999999,NaN,0.122,NaN,0.171,0.061,0.11,0.183,0.232
202209192100,0.0199999999999999,NaN,0.091,NaN,0.111,0.03,0.0499999999999999,0.183,0.203
202209192200,0.0459999999999999,NaN,0.091,NaN,0.137,0.03,0.0759999999999999,0.183,0.229
202209192300,0.0909999999999999,NaN,0.091,NaN,0.182,0.03,0.121,0.183,0.274
202209200000,0.119,NaN,0.152,NaN,0.271,0.152,0.271,0.183,0.302
202209200100,0.116,NaN,0.152,NaN,0.268,0.152,0.268,0.183,0.299
202209200200,0.0909999999999999,NaN,0.152,NaN,0.243,0.152,0.243,0.183,0.274
202209200300,0.072,NaN,0.152,NaN,0.224,0.152,0.224,0.183,0.255
202209200400,0.078,NaN,0.152,NaN,0.23,0.152,0.23,0.183,0.261
202209200500,0.108,NaN,0.152,NaN,0.26,0.152,0.26,0.183,0.291
202209200600,0.157,NaN,0.183,NaN,0.34,0.152,0.309,0.213,0.37
202209200700,0.222,NaN,0.183,NaN,0.405,0.183,0.405,0.213,0.435
202209200800,0.311,NaN,0.213,NaN,0.524,0.183,0.494,0.213,0.524
202209200900,0.438,NaN,0.213,NaN,0.651,0.183,0.621,0.244,0.682
202209201000,0.598,NaN,0.213,NaN,0.811,0.183,0.781,0.244,0.842
202209201100,0.753,NaN,0.213,NaN,0.966,0.183,0.936,0.244,0.997
202209201200,0.863,NaN,0.183,NaN,1.046,0.152,1.015,0.213,1.076
202209201300,0.901,NaN,0.183,NaN,1.084,0.152,1.053,0.213,1.114
202209201400,0.86,NaN,0.183,NaN,1.043,0.152,1.012,0.213,1.073
202209201500,0.767,NaN,0.183,NaN,0.95,0.152,0.919,0.213,0.98
202209201600,0.652,NaN,0.183,NaN,0.835,0.152,0.804,0.213,0.865
202209201700,0.527,NaN,0.183,NaN,0.71,0.152,0.679,0.213,0.74
202209201800,0.391,NaN,0.152,NaN,0.543,0.122,0.513,0.183,0.574
202209201900,0.256,NaN,0.122,NaN,0.378,0.091,0.347,0.152,0.408
202209202000,0.136,NaN,0.122,NaN,0.258,0.091,0.227,0.152,0.288
202209202100,0.0549999999999999,NaN,0.122,NaN,0.177,0.091,0.146,0.152,0.207
202209202200,0.0289999999999999,NaN,0.091,NaN,0.12,0.061,0.0899999999999999,0.122,0.151
202209202300,0.0439999999999999,NaN,0.091,NaN,0.135,0.061,0.105,0.122,0.166
202209210000,0.0729999999999998,NaN,0.061,NaN,0.134,0.061,0.134,0.091,0.164
202209210100,0.0909999999999999,NaN,0.061,NaN,0.152,0.03,0.121,0.091,0.182
202209210200,0.0809999999999998,NaN,0.061,NaN,0.142,0.03,0.111,0.061,0.142
202209210300,0.0579999999999999,NaN,0.03,NaN,0.0879999999999999,0.03,0.0879999999999999,0.061,0.119
202209210400,0.0529999999999999,NaN,0.03,NaN,0.0829999999999999,0,0.0529999999999999,0.061,0.114
202209210500,0.078,NaN,0.03,NaN,0.108,0,0.078,0.03,0.108
202209210600,0.122,NaN,0.03,NaN,0.152,0.03,0.152,0.061,0.183
202209210700,0.18,NaN,0.03,NaN,0.21,0.03,0.21,0.061,0.241
202209210800,0.257,NaN,0.03,NaN,0.287,0,0.257,0.03,0.287
202209210900,0.357,NaN,0.03,NaN,0.387,0,0.357,0.03,0.387
202209211000,0.484,NaN,0,NaN,0.484,0,0.484,0.03,0.514
202209211100,0.627,NaN,0,NaN,0.627,0,0.627,0.03,0.657
202209211200,0.76,NaN,0.03,NaN,0.79,0.03,0.79,0.061,0.821
202209211300,0.851,NaN,0.03,NaN,0.881,0.03,0.881,0.061,0.912
202209211400,0.87,NaN,0.03,NaN,0.9,0.03,0.9,0.061,0.931
202209211500,0.817,NaN,0.03,NaN,0.847,0.03,0.847,0.061,0.878
202209211600,0.724,NaN,0.061,NaN,0.785,0.03,0.754,0.091,0.815
202209211700,0.618,NaN,0.061,NaN,0.679,0.03,0.648,0.091,0.709
202209211800,0.498,NaN,0.061,NaN,0.559,0.03,0.528,0.091,0.589
202209211900,0.368,NaN,0.091,NaN,0.459,0.03,0.398,0.122,0.49
202209212000,0.243,NaN,0.091,NaN,0.334,0.03,0.273,0.122,0.365
202209212100,0.136,NaN,0.091,NaN,0.227,0.061,0.197,0.152,0.288
202209212200,0.0609999999999999,NaN,0.091,NaN,0.152,0.061,0.122,0.152,0.213
202209212300,0.0309999999999999,NaN,0.091,NaN,0.122,0.03,0.0609999999999999,0.183,0.214
202209220000,0.0379999999999999,NaN,0.122,NaN,0.16,0,0.0379999999999999,0.213,0.251
202209220100,0.0629999999999999,NaN,0.122,NaN,0.185,0,0.0629999999999999,0.213,0.276
202209220200,0.0769999999999998,NaN,0.122,NaN,0.199,0,0.0769999999999998,0.244,0.321
202209220300,0.0649999999999999,NaN,0.091,NaN,0.156,-0.03,0.0349999999999999,0.244,0.309
202209220400,0.0499999999999999,NaN,0.091,NaN,0.141,-0.061,-0.0110000000000001,0.244,0.294
202209220500,0.0599999999999999,NaN,0.061,NaN,0.121,-0.061,-0.00100000000000006,0.213,0.273
202209220600,0.0949999999999999,NaN,0.03,NaN,0.125,-0.091,0.00399999999999986,0.183,0.278
