DATE,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202209140000,0.339,NaN,0,NaN,0.339,-0.03,0.309,0.03,0.369
202209140100,0.214,NaN,0,NaN,0.214,-0.03,0.184,0.03,0.244
202209140200,0.136,NaN,0,NaN,0.136,-0.061,0.075,0,0.136
202209140300,0.123,NaN,-0.03,NaN,0.093,-0.061,0.062,0,0.123
202209140400,0.178,NaN,-0.03,NaN,0.148,-0.061,0.117,0,0.178
202209140500,0.287,NaN,-0.03,NaN,0.257,-0.061,0.226,0,0.287
202209140600,0.434,NaN,-0.03,NaN,0.404,-0.061,0.373,0,0.434
202209140700,0.596,NaN,-0.03,NaN,0.566,-0.061,0.535,0,0.596
202209140800,0.731,NaN,-0.03,NaN,0.701,-0.061,0.67,0,0.731
202209140900,0.799,NaN,-0.03,NaN,0.769,-0.061,0.738,0,0.799
202209141000,0.786,NaN,-0.03,NaN,0.756,-0.091,0.695,0,0.786
202209141100,0.7,NaN,-0.061,NaN,0.639,-0.091,0.609,0,0.7
202209141200,0.567,NaN,-0.061,NaN,0.506,-0.091,0.476,0,0.567
202209141300,0.425,NaN,-0.061,NaN,0.364,-0.091,0.334,-0.03,0.395
202209141400,0.304,NaN,-0.061,NaN,0.243,-0.091,0.213,-0.03,0.274
202209141500,0.226,NaN,-0.061,NaN,0.165,-0.091,0.135,-0.03,0.196
202209141600,0.208,NaN,-0.061,NaN,0.147,-0.091,0.117,-0.03,0.178
202209141700,0.241,NaN,-0.061,NaN,0.18,-0.091,0.15,-0.03,0.211
202209141800,0.313,NaN,-0.061,NaN,0.252,-0.091,0.222,-0.03,0.283
202209141900,0.414,NaN,-0.061,NaN,0.353,-0.091,0.323,-0.03,0.384
202209142000,0.513,NaN,-0.061,NaN,0.452,-0.091,0.422,-0.03,0.483
202209142100,0.567,NaN,-0.061,NaN,0.506,-0.091,0.476,0,0.567
202209142200,0.559,NaN,-0.061,NaN,0.498,-0.061,0.498,0,0.559
202209142300,0.493,NaN,-0.03,NaN,0.463,-0.061,0.432,0,0.493
202209150000,0.388,NaN,-0.03,NaN,0.358,-0.061,0.327,0,0.388
202209150100,0.278,NaN,-0.03,NaN,0.248,-0.061,0.217,0,0.278
202209150200,0.196,NaN,-0.03,NaN,0.166,-0.03,0.166,0,0.196
202209150300,0.166,NaN,-0.03,NaN,0.136,-0.03,0.136,0,0.166
202209150400,0.203,NaN,0,NaN,0.203,-0.03,0.173,0,0.203
202209150500,0.302,NaN,0,NaN,0.302,-0.03,0.272,0,0.302
202209150600,0.443,NaN,0,NaN,0.443,0,0.443,0,0.443
202209150700,0.61,NaN,0,NaN,0.61,0,0.61,0.03,0.64
202209150800,0.775,NaN,0,NaN,0.775,-0.03,0.745,0.03,0.805
202209150900,0.891,NaN,0,NaN,0.891,-0.03,0.861,0.03,0.921
202209151000,0.925,NaN,-0.03,NaN,0.895,-0.061,0.864,0,0.925
202209151100,0.874,NaN,-0.061,NaN,0.813,-0.122,0.752,0,0.874
202209151200,0.75,NaN,0.061,NaN,0.811,0,0.75,0.122,0.872
202209151300,0.579,NaN,0.061,NaN,0.64,0,0.579,0.122,0.701
