DATE,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202209140000,3.123,3.279,-0.061,0.217,3.279,-0.061,3.279,-0.03,3.31
202209140100,4.877,4.891,-0.03,0.044,4.891,-0.061,4.86,-0.03,4.891
202209140200,6.199,6.164,-0.03,-0.004,6.164,-0.03,6.164,-0.03,6.164
202209140300,6.903,6.911,-0.03,0.038,6.911,-0.03,6.911,-0.03,6.911
202209140400,6.828,6.868,-0.03,0.071,6.868,-0.03,6.868,-0.03,6.868
202209140500,5.958,5.939,-0.03,0.012,5.939,-0.03,5.939,0,5.97
202209140600,4.515,4.397,0,-0.119,4.397,0,4.397,0,4.397
202209140700,2.869,2.873,0,0.004,2.873,0,2.873,0,2.873
202209140800,1.35,1.483,0,0.134,1.483,0,1.483,0,1.483
202209140900,0.191,0.299,0,0.108,0.299,0,0.299,0,0.299
202209141000,-0.258,-0.308,0,-0.05,-0.308,0,-0.308,0,-0.308
202209141100,0.359,0.283,0,-0.076,0.283,0,0.283,0,0.283
202209141200,1.857,2.011,0,0.154,2.011,0,2.011,0.03,2.042
202209141300,3.579,3.681,0.03,0.072,3.681,0,3.65,0.03,3.681
202209141400,5.032,5.01,0.03,-0.053,5.01,0,4.979,0.03,5.01
202209141500,6.018,5.987,0.03,-0.061,5.987,0.03,5.987,0.03,5.987
202209141600,6.361,6.323,0.03,-0.069,6.323,0.03,6.323,0.03,6.323
202209141700,5.947,NaN,0.03,NaN,5.977,0.03,5.977,0.03,5.977
202209141800,4.882,NaN,0,NaN,4.882,0,4.882,0,4.882
202209141900,3.496,NaN,0,NaN,3.496,0,3.496,0,3.496
202209142000,2.171,NaN,0,NaN,2.171,0,2.171,0,2.171
202209142100,1.154,NaN,0,NaN,1.154,0,1.154,0,1.154
202209142200,0.675,NaN,0,NaN,0.675,0,0.675,0,0.675
202209142300,1.068,NaN,0,NaN,1.068,0,1.068,0,1.068
202209150000,2.357,NaN,0,NaN,2.357,0,2.357,0,2.357
202209150100,3.986,NaN,0,NaN,3.986,0,3.986,0,3.986
202209150200,5.364,NaN,0,NaN,5.364,0,5.364,0,5.364
202209150300,6.269,NaN,0,NaN,6.269,0,6.269,0,6.269
202209150400,6.606,NaN,0,NaN,6.606,0,6.606,0,6.606
202209150500,6.262,NaN,0,NaN,6.262,0,6.262,0,6.262
202209150600,5.261,NaN,0,NaN,5.261,0,5.261,0,5.261
202209150700,3.847,NaN,0,NaN,3.847,0,3.847,0,3.847
202209150800,2.384,NaN,0,NaN,2.384,0,2.384,0,2.384
202209150900,1.153,NaN,0,NaN,1.153,0,1.153,0.03,1.184
202209151000,0.318,NaN,0,NaN,0.318,0,0.318,0.03,0.348
202209151100,0.166,NaN,0.03,NaN,0.196,0,0.166,0.03,0.196
202209151200,0.933,NaN,0.03,NaN,0.964,0,0.933,0.03,0.964
202209151300,2.332,NaN,0.03,NaN,2.362,0,2.332,0.03,2.362
202209151400,3.762,NaN,0.03,NaN,3.793,0,3.762,0.03,3.793
202209151500,4.898,NaN,0.03,NaN,4.929,0,4.898,0.03,4.929
202209151600,5.638,NaN,0.03,NaN,5.669,0,5.638,0.061,5.699
202209151700,5.831,NaN,0.03,NaN,5.862,0,5.831,0.03,5.862
202209151800,5.376,NaN,0,NaN,5.376,0,5.376,0,5.376
202209151900,4.403,NaN,0,NaN,4.403,0,4.403,0,4.403
202209152000,3.249,NaN,0,NaN,3.249,0,3.249,0.03,3.279
202209152100,2.261,1.994,0.03,-0.297,1.994,0,1.964,0.03,1.994
202209152200,1.607,1.666,0.03,0.029,1.666,0,1.636,0.061,1.697
202209152300,1.445,1.551,0.03,0.075,1.551,0,1.52,0.061,1.581
202209160000,2.017,2.337,0,0.32,2.337,-0.03,2.307,0.03,2.368
202209160100,3.228,3.462,0,0.234,3.462,-0.03,3.431,0.03,3.492
202209160200,4.524,4.504,0,-0.02,4.504,0,4.504,0.03,4.534
202209160300,5.474,5.43,0,-0.043,5.43,0,5.43,0.03,5.461
202209160400,6.007,6.054,0,0.048,6.054,0,6.054,0,6.054
202209160500,6.082,6.173,0,0.091,6.173,-0.03,6.143,0,6.173
202209160600,5.604,5.67,0,0.067,5.67,0,5.67,0,5.67
202209160700,4.613,4.62,0,0.006,4.62,0,4.62,0,4.62
202209160800,3.362,3.468,0,0.106,3.468,0,3.468,0,3.468
202209160900,2.182,2.346,0,0.165,2.346,-0.03,2.316,0,2.346
202209161000,1.266,1.311,-0.03,0.076,1.311,-0.03,1.311,0,1.341
202209161100,0.697,0.658,-0.03,-0.009,0.658,-0.03,0.658,0,0.688
202209161200,0.707,0.701,0,-0.006,0.701,0,0.701,0,0.701
202209161300,1.452,1.541,0,0.09,1.541,-0.03,1.511,0,1.541
202209161400,2.609,2.608,0,-0.001,2.608,-0.03,2.578,0,2.608
202209161500,3.702,3.638,0,-0.064,3.638,-0.03,3.607,0,3.638
202209161600,4.563,4.473,-0.03,-0.06,4.473,-0.03,4.473,-0.03,4.473
202209161700,5.148,5.126,-0.03,0.008,5.126,-0.061,5.095,-0.03,5.126
202209161800,5.299,5.265,-0.03,-0.003,5.265,-0.061,5.235,-0.03,5.265
202209161900,4.913,4.918,-0.061,0.065,4.918,-0.061,4.918,-0.03,4.948
202209162000,4.13,4.184,-0.061,0.115,4.184,-0.061,4.184,-0.061,4.184
202209162100,3.274,3.398,-0.061,0.184,3.398,-0.061,3.398,-0.061,3.398
202209162200,2.622,2.721,-0.061,0.16,2.721,-0.061,2.721,-0.03,2.752
202209162300,2.247,2.297,-0.03,0.081,2.297,-0.061,2.267,-0.03,2.297
202209170000,2.245,2.398,-0.061,0.214,2.398,-0.061,2.398,-0.061,2.398
202209170100,2.805,2.98,-0.061,0.236,2.98,-0.091,2.95,-0.061,2.98
202209170200,3.774,3.718,-0.091,0.036,3.718,-0.091,3.718,-0.061,3.748
202209170300,4.671,4.437,-0.091,-0.143,4.437,-0.091,4.437,-0.061,4.467
202209170400,5.242,5.094,-0.091,-0.056,5.094,-0.091,5.094,-0.061,5.125
202209170500,5.522,5.49,-0.091,0.059,5.49,-0.091,5.49,-0.061,5.521
202209170600,5.48,5.512,-0.061,0.094,5.512,-0.091,5.482,-0.061,5.512
202209170700,5.009,5.055,-0.061,0.107,5.055,-0.091,5.025,-0.061,5.055
202209170800,4.155,4.254,-0.061,0.16,4.254,-0.091,4.223,-0.061,4.254
202209170900,3.154,3.349,-0.061,0.256,3.349,-0.091,3.318,-0.061,3.349
202209171000,2.277,2.422,-0.061,0.206,2.422,-0.091,2.392,-0.061,2.422
202209171100,1.612,1.608,-0.061,0.057,1.608,-0.091,1.578,-0.061,1.608
202209171200,1.18,1.173,-0.03,0.023,1.173,-0.061,1.142,0,1.203
202209171300,1.192,1.262,-0.03,0.1,1.262,-0.061,1.231,0,1.292
202209171400,1.775,1.825,-0.03,0.081,1.825,-0.061,1.795,0,1.856
202209171500,2.631,2.593,-0.03,-0.007,2.593,-0.061,2.563,0,2.624
202209171600,3.427,3.401,0,-0.026,3.401,-0.061,3.34,0,3.401
202209171700,4.119,4.163,0,0.043,4.163,-0.061,4.102,0,4.163
202209171800,4.67,4.69,-0.03,0.05,4.69,-0.061,4.659,0,4.72
202209171900,4.887,4.922,-0.03,0.065,4.922,-0.061,4.891,0,4.952
202209172000,4.657,4.815,0,0.157,4.815,-0.03,4.784,0,4.815
202209172100,4.115,4.388,0,0.272,4.388,-0.03,4.357,0,4.388
202209172200,3.552,3.864,0,0.312,3.864,-0.03,3.833,0,3.864
202209172300,3.149,3.394,0,0.245,3.394,-0.061,3.333,0,3.394
202209180000,2.897,3.102,-0.03,0.236,3.102,-0.061,3.071,0,3.132
202209180100,2.879,3.169,-0.03,0.32,3.169,-0.061,3.139,0,3.199
202209180200,3.274,3.455,-0.03,0.211,3.455,-0.061,3.424,0,3.485
202209180300,3.931,3.882,-0.03,-0.018,3.882,-0.061,3.851,0,3.912
202209180400,4.472,4.318,0,-0.154,4.318,-0.061,4.257,0,4.318
202209180500,4.793,4.723,0,-0.07,4.723,-0.061,4.662,0,4.723
202209180600,4.98,4.982,0,0.002,4.982,-0.03,4.951,0.03,5.012
202209180700,4.966,4.958,0,-0.009,4.958,-0.03,4.927,0.03,4.988
202209180800,4.621,4.611,0,-0.011,4.611,-0.03,4.58,0,4.611
202209180900,3.975,4.05,0,0.075,4.05,-0.03,4.019,0,4.05
202209181000,3.233,3.315,0,0.082,3.315,-0.03,3.285,0,3.315
202209181100,2.59,2.568,0,-0.022,2.568,-0.03,2.538,0,2.568
202209181200,2.04,1.91,0,-0.129,1.91,-0.03,1.88,0,1.91
202209181300,1.586,1.49,0,-0.096,1.49,-0.03,1.459,0,1.49
202209181400,1.473,1.438,-0.03,-0.004,1.438,-0.061,1.408,0,1.469
202209181500,1.833,1.768,-0.03,-0.035,1.768,-0.061,1.737,0,1.798
202209181600,2.425,2.334,-0.03,-0.06,2.334,-0.061,2.304,-0.03,2.334
202209181700,3.04,3.041,-0.03,0.031,3.041,-0.061,3.011,-0.03,3.041
202209181800,3.704,3.705,-0.091,0.093,3.705,-0.091,3.705,-0.061,3.735
202209181900,4.338,4.278,-0.091,0.032,4.278,-0.091,4.278,-0.061,4.308
202209182000,4.698,4.659,-0.091,0.052,4.659,-0.091,4.659,-0.061,4.689
202209182100,4.658,4.772,-0.091,0.205,4.772,-0.122,4.741,-0.091,4.772
202209182200,4.336,4.592,-0.091,0.347,4.592,-0.122,4.561,-0.091,4.592
