DATE,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202209140000,2.088,NaN,-0.091,NaN,1.997,-0.183,1.905,0,2.088
202209140100,1.798,NaN,-0.122,NaN,1.676,-0.213,1.585,-0.03,1.768
202209140200,1.407,NaN,-0.122,NaN,1.285,-0.213,1.194,-0.03,1.377
202209140300,0.992,NaN,-0.122,NaN,0.87,-0.213,0.779,-0.03,0.962
202209140400,0.587,NaN,-0.122,NaN,0.465,-0.213,0.374,-0.061,0.526
202209140500,0.256,NaN,-0.152,NaN,0.104,-0.183,0.073,-0.061,0.195
202209140600,0.17,NaN,-0.152,NaN,0.018,-0.183,-0.013,-0.061,0.109
202209140700,0.42,NaN,-0.122,NaN,0.298,-0.183,0.237,-0.061,0.359
202209140800,0.885,NaN,-0.122,NaN,0.763,-0.183,0.702,-0.061,0.824
202209140900,1.421,NaN,-0.122,NaN,1.299,-0.183,1.238,-0.061,1.36
202209141000,1.92,NaN,-0.091,NaN,1.829,-0.152,1.768,-0.03,1.89
202209141100,2.239,NaN,-0.091,NaN,2.148,-0.122,2.117,-0.03,2.209
202209141200,2.291,NaN,-0.03,NaN,2.261,-0.091,2.2,0,2.291
202209141300,2.113,NaN,-0.03,NaN,2.083,-0.061,2.052,0.03,2.143
202209141400,1.788,NaN,0,NaN,1.788,-0.061,1.727,0.03,1.818
202209141500,1.395,NaN,0,NaN,1.395,-0.03,1.365,0.03,1.425
202209141600,0.983,NaN,0,NaN,0.983,0,0.983,0.03,1.013
202209141700,0.584,NaN,0.03,NaN,0.614,0,0.584,0.061,0.645
202209141800,0.332,NaN,0.03,NaN,0.362,0,0.332,0.03,0.362
202209141900,0.385,NaN,0.03,NaN,0.415,0,0.385,0.061,0.446
202209142000,0.707,NaN,0.03,NaN,0.737,0,0.707,0.061,0.768
202209142100,1.142,NaN,0.061,NaN,1.203,0.03,1.172,0.091,1.233
202209142200,1.585,NaN,0.091,NaN,1.676,0.061,1.646,0.122,1.707
202209142300,1.918,NaN,0.152,NaN,2.07,0.091,2.009,0.183,2.101
202209150000,2.019,NaN,0.213,NaN,2.232,0.183,2.202,0.274,2.293
202209150100,1.88,NaN,0.274,NaN,2.154,0.213,2.093,0.335,2.215
202209150200,1.578,NaN,0.366,NaN,1.944,0.305,1.883,0.427,2.005
202209150300,1.199,NaN,0.457,NaN,1.656,0.396,1.595,0.518,1.717
202209150400,0.811,NaN,0.579,NaN,1.39,0.457,1.268,0.671,1.482
202209150500,0.439,NaN,0.671,NaN,1.11,0.549,0.988,0.792,1.231
202209150600,0.163,NaN,0.61,NaN,0.773,0.518,0.681,0.732,0.895
202209150700,0.16,NaN,0.671,NaN,0.831,0.549,0.709,0.762,0.922
202209150800,0.481,NaN,0.701,NaN,1.182,0.61,1.091,0.823,1.304
202209150900,0.985,NaN,0.732,NaN,1.717,0.64,1.625,0.853,1.838
202209151000,1.54,NaN,0.792,NaN,2.332,0.671,2.211,0.914,2.454
202209151100,2.043,NaN,0.853,NaN,2.896,0.732,2.775,1.006,3.049
202209151200,2.35,NaN,0.945,NaN,3.295,0.823,3.173,1.036,3.386
202209151300,2.388,NaN,1.036,NaN,3.424,0.884,3.272,1.128,3.516
202209151400,2.205,NaN,1.097,NaN,3.302,0.945,3.15,1.189,3.394
202209151500,1.881,NaN,1.128,NaN,3.009,1.006,2.887,1.219,3.1
202209151600,1.49,NaN,1.128,NaN,2.618,1.006,2.496,1.25,2.74
202209151700,1.07,NaN,1.097,NaN,2.167,0.975,2.045,1.219,2.289
202209151800,0.66,NaN,1.006,NaN,1.666,0.914,1.574,1.189,1.849
202209151900,0.416,NaN,0.975,NaN,1.391,0.853,1.269,1.097,1.513
202209152000,0.474,NaN,0.884,NaN,1.358,0.762,1.236,0.975,1.449
202209152100,0.765,NaN,0.762,NaN,1.527,0.671,1.436,0.884,1.649
202209152200,1.146,NaN,0.671,NaN,1.817,0.579,1.725,0.762,1.908
202209152300,1.531,NaN,0.579,NaN,2.11,0.518,2.049,0.671,2.202
202209160000,1.801,NaN,0.518,NaN,2.319,0.457,2.258,0.579,2.38
202209160100,1.845,NaN,0.488,NaN,2.333,0.427,2.272,0.549,2.394
202209160200,1.676,NaN,0.457,NaN,2.133,0.396,2.072,0.518,2.194
202209160300,1.374,NaN,0.427,NaN,1.801,0.366,1.74,0.457,1.831
202209160400,1.021,NaN,0.396,NaN,1.417,0.335,1.356,0.427,1.448
202209160500,0.671,NaN,0.335,NaN,1.006,0.305,0.976,0.396,1.067
202209160600,0.343,NaN,0.305,NaN,0.648,0.244,0.587,0.335,0.678
202209160700,0.133,NaN,0.274,NaN,0.407,0.213,0.346,0.305,0.438
202209160800,0.21,NaN,0.244,NaN,0.454,0.183,0.393,0.274,0.484
202209160900,0.583,NaN,0.213,NaN,0.796,0.183,0.766,0.274,0.857
202209161000,1.104,NaN,0.244,NaN,1.348,0.183,1.287,0.274,1.378
202209161100,1.661,NaN,0.274,NaN,1.935,0.213,1.874,0.335,1.996
202209161200,2.15,NaN,0.396,NaN,2.546,0.305,2.455,0.518,2.668
202209161300,2.425,NaN,0.488,NaN,2.913,0.366,2.791,0.64,3.065
202209161400,2.437,NaN,0.64,NaN,3.077,0.427,2.864,0.762,3.199
202209161500,2.243,NaN,0.732,NaN,2.975,0.488,2.731,0.884,3.127
202209161600,1.922,NaN,0.823,NaN,2.745,0.579,2.501,0.975,2.897
202209161700,1.539,NaN,0.853,NaN,2.392,0.671,2.21,1.006,2.545
202209161800,1.121,NaN,0.975,NaN,2.096,0.732,1.853,1.128,2.249
202209161900,0.718,NaN,1.006,NaN,1.724,0.823,1.541,1.158,1.876
202209162000,0.493,NaN,1.097,NaN,1.59,0.884,1.377,1.219,1.712
202209162100,0.555,NaN,1.158,NaN,1.713,0.975,1.53,1.25,1.805
202209162200,0.814,NaN,1.25,NaN,2.064,1.067,1.881,1.372,2.186
202209162300,1.147,NaN,1.341,NaN,2.488,1.158,2.305,1.494,2.641
202209170000,1.48,NaN,1.615,NaN,3.095,1.433,2.913,1.859,3.339
202209170100,1.688,NaN,1.737,NaN,3.425,1.554,3.242,1.981,3.669
202209170200,1.68,NaN,1.89,NaN,3.57,1.707,3.387,2.103,3.783
202209170300,1.49,NaN,2.042,NaN,3.532,1.829,3.319,2.286,3.776
202209170400,1.199,NaN,2.225,NaN,3.424,1.981,3.18,2.438,3.637
202209170500,0.88,NaN,2.408,NaN,3.288,2.134,3.014,2.652,3.532
202209170600,0.575,NaN,2.377,NaN,2.952,2.164,2.739,2.621,3.196
202209170700,0.298,NaN,2.469,NaN,2.767,2.256,2.554,2.713,3.011
202209170800,0.156,NaN,2.499,NaN,2.655,2.286,2.442,2.682,2.838
202209170900,0.299,NaN,2.469,NaN,2.768,2.286,2.585,2.682,2.981
202209171000,0.705,NaN,2.408,NaN,3.113,2.225,2.93,2.621,3.326
202209171100,1.228,NaN,2.286,NaN,3.514,2.103,3.331,2.53,3.758
202209171200,1.773,NaN,1.981,NaN,3.754,1.768,3.541,2.073,3.846
202209171300,2.228,NaN,1.92,NaN,4.148,1.768,3.996,2.042,4.27
202209171400,2.457,NaN,1.859,NaN,4.316,1.737,4.194,2.012,4.469
202209171500,2.437,NaN,1.798,NaN,4.235,1.707,4.144,1.951,4.388
202209171600,2.234,NaN,1.737,NaN,3.971,1.646,3.88,1.92,4.154
202209171700,1.92,NaN,1.676,NaN,3.596,1.554,3.474,1.859,3.779
