DATE,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202209140000,4.992,5.04,-0.091,0.139,5.04,-0.122,5.009,-0.091,5.04
202209140100,4.303,4.358,-0.091,0.146,4.358,-0.122,4.327,-0.091,4.358
202209140200,3.132,3.172,-0.091,0.132,3.172,-0.122,3.142,-0.091,3.172
202209140300,1.77,1.8,-0.091,0.122,1.8,-0.122,1.77,-0.091,1.8
202209140400,0.569,0.6,-0.091,0.122,0.6,-0.091,0.6,-0.091,0.6
202209140500,-0.164,-0.14,-0.091,0.116,-0.14,-0.091,-0.14,-0.061,-0.109
202209140600,-0.258,-0.204,-0.03,0.085,-0.204,-0.061,-0.234,-0.03,-0.204
202209140700,0.28,0.347,-0.03,0.097,0.347,-0.061,0.316,0,0.377
202209140800,1.287,1.337,-0.03,0.081,1.337,-0.061,1.307,0,1.368
202209140900,2.496,2.508,-0.03,0.043,2.508,-0.061,2.478,0,2.539
202209141000,3.608,3.58,-0.03,0.003,3.58,-0.03,3.58,-0.03,3.58
202209141100,4.354,4.309,0,-0.046,4.309,-0.03,4.278,0,4.309
202209141200,4.556,4.507,0,-0.05,4.507,-0.03,4.476,0,4.507
202209141300,4.168,4.138,-0.03,0,4.138,-0.03,4.138,0,4.168
202209141400,3.297,3.306,-0.03,0.039,3.306,-0.03,3.306,-0.03,3.306
202209141500,2.19,2.187,-0.03,0.028,2.187,-0.03,2.187,-0.03,2.187
202209141600,1.159,1.148,0,-0.011,1.148,-0.03,1.118,0,1.148
202209141700,0.496,0.494,0,-0.002,0.494,0,0.494,0,0.494
202209141800,0.375,0.415,-0.03,0.071,0.415,-0.03,0.415,0,0.445
202209141900,0.817,0.899,-0.03,0.112,0.899,-0.061,0.868,0,0.929
202209142000,1.698,1.811,-0.03,0.143,1.811,-0.061,1.78,0,1.841
202209142100,2.794,2.91,-0.03,0.147,2.91,-0.03,2.91,0,2.941
202209142200,3.841,3.928,-0.03,0.117,3.928,-0.03,3.928,0,3.958
202209142300,4.592,4.641,0,0.048,4.641,-0.03,4.61,0,4.641
202209150000,4.86,4.894,-0.03,0.064,4.894,-0.061,4.863,-0.03,4.894
202209150100,4.563,4.571,-0.03,0.038,4.571,-0.061,4.54,-0.03,4.571
202209150200,3.751,3.775,-0.061,0.085,3.775,-0.061,3.775,-0.03,3.805
202209150300,2.609,2.636,-0.061,0.088,2.636,-0.061,2.636,-0.03,2.667
202209150400,1.418,1.454,-0.03,0.066,1.454,-0.061,1.423,-0.03,1.454
202209150500,0.472,0.524,-0.03,0.083,0.524,-0.061,0.493,-0.03,0.524
202209150600,-0.003,0.088,-0.03,0.121,0.088,-0.061,0.057,0,0.118
202209150700,0.088,0.195,-0.03,0.137,0.195,-0.061,0.164,0,0.225
202209150800,0.691,0.774,-0.03,0.113,0.774,-0.061,0.743,0,0.804
202209150900,1.632,1.686,-0.03,0.084,1.686,-0.061,1.655,-0.03,1.686
202209151000,2.667,2.672,-0.061,0.066,2.672,-0.061,2.672,-0.03,2.703
202209151100,3.544,3.513,-0.061,0.03,3.513,-0.061,3.513,-0.03,3.543
202209151200,4.053,4.004,-0.061,0.012,4.004,-0.061,4.004,-0.03,4.034
202209151300,4.079,4.022,-0.03,-0.027,4.022,-0.061,3.991,-0.03,4.022
202209151400,3.634,3.583,-0.061,0.01,3.583,-0.061,3.583,-0.03,3.613
202209151500,2.855,2.797,-0.061,0.003,2.797,-0.061,2.797,-0.061,2.797
202209151600,1.974,1.916,-0.061,0.003,1.916,-0.091,1.886,-0.061,1.916
202209151700,1.25,1.216,-0.061,0.027,1.216,-0.091,1.185,-0.061,1.216
202209151800,0.888,0.887,-0.122,0.12,0.887,-0.122,0.887,-0.122,0.887
202209151900,0.986,1.038,-0.122,0.174,1.038,-0.122,1.038,-0.122,1.038
202209152000,1.511,1.59,-0.122,0.201,1.59,-0.152,1.56,-0.122,1.59
202209152100,2.325,2.407,-0.122,0.204,2.407,-0.152,2.377,-0.122,2.407
202209152200,3.228,3.263,-0.152,0.187,3.263,-0.152,3.263,-0.122,3.293
202209152300,4.004,4.001,-0.152,0.149,4.001,-0.152,4.001,-0.122,4.031
202209160000,4.466,4.437,-0.152,0.123,4.437,-0.152,4.437,-0.152,4.437
202209160100,4.492,4.443,-0.152,0.104,4.443,-0.183,4.412,-0.152,4.443
202209160200,4.057,4.013,-0.183,0.139,4.013,-0.183,4.013,-0.152,4.043
202209160300,3.247,3.218,-0.183,0.154,3.218,-0.183,3.218,-0.183,3.218
202209160400,2.244,2.248,-0.183,0.187,2.248,-0.183,2.248,-0.183,2.248
202209160500,1.284,1.301,-0.183,0.2,1.301,-0.183,1.301,-0.183,1.301
202209160600,0.59,0.634,-0.152,0.196,0.634,-0.152,0.634,-0.152,0.634
202209160700,0.313,0.375,-0.152,0.214,0.375,-0.152,0.375,-0.152,0.375
202209160800,0.496,0.558,-0.152,0.215,0.558,-0.152,0.558,-0.152,0.558
202209160900,1.065,1.094,-0.152,0.181,1.094,-0.183,1.063,-0.152,1.094
202209161000,1.862,1.852,-0.152,0.142,1.852,-0.183,1.822,-0.152,1.852
202209161100,2.685,2.639,-0.152,0.107,2.639,-0.183,2.609,-0.152,2.639
202209161200,3.334,3.276,-0.091,0.034,3.276,-0.091,3.276,-0.091,3.276
202209161300,3.661,3.59,-0.091,0.02,3.59,-0.091,3.59,-0.091,3.59
202209161400,3.603,3.513,-0.091,0.001,3.513,-0.122,3.482,-0.091,3.513
202209161500,3.204,3.117,-0.091,0.005,3.117,-0.122,3.087,-0.091,3.117
202209161600,2.598,2.511,-0.122,0.035,2.511,-0.122,2.511,-0.091,2.542
202209161700,1.977,1.925,-0.122,0.07,1.925,-0.122,1.925,-0.091,1.956
202209161800,1.527,1.518,-0.091,0.082,1.518,-0.122,1.487,-0.091,1.518
202209161900,1.381,1.43,-0.122,0.17,1.43,-0.122,1.43,-0.091,1.46
202209162000,1.579,1.661,-0.122,0.203,1.661,-0.152,1.63,-0.091,1.691
202209162100,2.071,2.142,-0.122,0.194,2.142,-0.152,2.112,-0.091,2.173
202209162200,2.732,2.754,-0.122,0.144,2.754,-0.152,2.724,-0.122,2.754
202209162300,3.403,3.382,-0.122,0.101,3.382,-0.152,3.352,-0.122,3.382
202209170000,3.925,3.885,-0.122,0.082,3.885,-0.152,3.855,-0.122,3.885
202209170100,4.167,4.153,-0.152,0.138,4.153,-0.152,4.153,-0.122,4.183
202209170200,4.059,4.05,-0.183,0.173,4.05,-0.183,4.05,-0.152,4.08
202209170300,3.61,3.626,-0.213,0.23,3.626,-0.213,3.626,-0.183,3.656
202209170400,2.905,2.925,-0.213,0.233,2.925,-0.213,2.925,-0.183,2.956
202209170500,2.096,2.127,-0.213,0.244,2.127,-0.244,2.097,-0.213,2.127
202209170600,1.359,1.387,-0.183,0.21,1.387,-0.213,1.356,-0.183,1.387
202209170700,0.853,0.881,-0.213,0.241,0.881,-0.244,0.85,-0.213,0.881
202209170800,0.677,0.695,-0.244,0.262,0.695,-0.244,0.695,-0.213,0.725
202209170900,0.849,0.838,-0.244,0.232,0.838,-0.274,0.807,-0.213,0.868
202209171000,1.308,1.262,-0.244,0.198,1.262,-0.274,1.231,-0.213,1.292
202209171100,1.928,1.868,-0.244,0.184,1.868,-0.274,1.837,-0.213,1.898
202209171200,2.552,2.48,-0.183,0.111,2.48,-0.183,2.48,-0.183,2.48
202209171300,3.035,2.971,-0.183,0.119,2.971,-0.213,2.941,-0.183,2.971
202209171400,3.273,3.205,-0.183,0.115,3.205,-0.213,3.174,-0.183,3.205
202209171500,3.233,3.145,-0.213,0.125,3.145,-0.244,3.114,-0.183,3.175
202209171600,2.959,2.873,-0.213,0.127,2.873,-0.244,2.843,-0.213,2.873
202209171700,2.556,2.465,-0.213,0.122,2.465,-0.244,2.435,-0.213,2.465
202209171800,2.161,2.069,-0.213,0.122,2.069,-0.213,2.069,-0.213,2.069
202209171900,1.897,1.849,-0.213,0.166,1.849,-0.213,1.849,-0.183,1.88
202209172000,1.847,1.816,-0.213,0.183,1.816,-0.213,1.816,-0.183,1.847
202209172100,2.029,2.041,-0.183,0.195,2.041,-0.213,2.011,-0.183,2.041
202209172200,2.402,2.41,-0.183,0.192,2.41,-0.213,2.38,-0.183,2.41
202209172300,2.876,2.864,-0.183,0.171,2.864,-0.213,2.834,-0.183,2.864
202209180000,3.341,3.294,-0.183,0.136,3.294,-0.183,3.294,-0.152,3.324
202209180100,3.684,3.632,-0.183,0.131,3.632,-0.183,3.632,-0.183,3.632
202209180200,3.818,3.785,-0.183,0.15,3.785,-0.213,3.755,-0.183,3.785
202209180300,3.698,3.675,-0.213,0.191,3.675,-0.213,3.675,-0.183,3.705
