DATE,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202209140000,0.537,NaN,-0.061,NaN,0.476,-0.061,0.476,-0.061,0.476
202209140100,0.587,NaN,-0.061,NaN,0.526,-0.061,0.526,-0.061,0.526
202209140200,0.684,NaN,-0.061,NaN,0.623,-0.061,0.623,-0.061,0.623
202209140300,0.805,NaN,-0.061,NaN,0.744,-0.061,0.744,-0.061,0.744
202209140400,0.92,NaN,-0.061,NaN,0.859,-0.061,0.859,-0.061,0.859
202209140500,0.987,NaN,-0.061,NaN,0.926,-0.061,0.926,-0.061,0.926
202209140600,0.98,NaN,-0.061,NaN,0.919,-0.061,0.919,-0.061,0.919
202209140700,0.897,NaN,-0.061,NaN,0.836,-0.061,0.836,-0.061,0.836
202209140800,0.749,NaN,-0.061,NaN,0.688,-0.061,0.688,-0.03,0.719
202209140900,0.564,NaN,-0.061,NaN,0.503,-0.061,0.503,-0.03,0.534
202209141000,0.381,NaN,-0.061,NaN,0.32,-0.061,0.32,-0.03,0.351
202209141100,0.236,NaN,-0.03,NaN,0.206,-0.061,0.175,-0.03,0.206
202209141200,0.153,NaN,-0.061,NaN,0.0919999999999999,-0.061,0.0919999999999999,-0.03,0.123
202209141300,0.154,NaN,-0.061,NaN,0.0929999999999999,-0.061,0.0929999999999999,-0.03,0.124
202209141400,0.239,NaN,-0.061,NaN,0.178,-0.061,0.178,-0.03,0.209
202209141500,0.39,NaN,-0.03,NaN,0.36,-0.061,0.329,-0.03,0.36
202209141600,0.577,NaN,-0.03,NaN,0.547,-0.061,0.516,-0.03,0.547
202209141700,0.759,NaN,-0.03,NaN,0.729,-0.061,0.698,-0.03,0.729
202209141800,0.895,NaN,-0.061,NaN,0.834,-0.061,0.834,-0.061,0.834
202209141900,0.966,NaN,-0.061,NaN,0.905,-0.061,0.905,-0.061,0.905
202209142000,0.969,NaN,-0.061,NaN,0.908,-0.061,0.908,-0.03,0.939
202209142100,0.911,NaN,-0.061,NaN,0.85,-0.061,0.85,-0.061,0.85
202209142200,0.823,NaN,-0.061,NaN,0.762,-0.061,0.762,-0.03,0.793
202209142300,0.736,NaN,-0.03,NaN,0.706,-0.061,0.675,-0.03,0.706
202209150000,0.673,NaN,-0.03,NaN,0.643,-0.061,0.612,-0.03,0.643
202209150100,0.653,NaN,-0.03,NaN,0.623,-0.061,0.592,-0.03,0.623
202209150200,0.688,NaN,-0.03,NaN,0.658,-0.03,0.658,-0.03,0.658
202209150300,0.768,NaN,-0.03,NaN,0.738,-0.061,0.707,-0.03,0.738
202209150400,0.868,NaN,-0.03,NaN,0.838,-0.03,0.838,-0.03,0.838
202209150500,0.955,NaN,-0.03,NaN,0.925,-0.03,0.925,-0.03,0.925
202209150600,0.991,NaN,-0.03,NaN,0.961,-0.03,0.961,-0.03,0.961
202209150700,0.955,NaN,-0.03,NaN,0.925,-0.03,0.925,-0.03,0.925
202209150800,0.847,NaN,-0.03,NaN,0.817,-0.03,0.817,-0.03,0.817
202209150900,0.674,NaN,-0.03,NaN,0.644,-0.03,0.644,-0.03,0.644
202209151000,0.468,NaN,-0.03,NaN,0.438,-0.03,0.438,-0.03,0.438
202209151100,0.273,NaN,-0.03,NaN,0.243,-0.03,0.243,-0.03,0.243
202209151200,0.122,NaN,0,NaN,0.122,0,0.122,0,0.122
202209151300,0.0399999999999998,NaN,0,NaN,0.0399999999999998,0,0.0399999999999998,0,0.0399999999999998
202209151400,0.0519999999999998,NaN,0,NaN,0.0519999999999998,0,0.0519999999999998,0,0.0519999999999998
202209151500,0.158,NaN,0,NaN,0.158,0,0.158,0,0.158
202209151600,0.337,NaN,0,NaN,0.337,0,0.337,0,0.337
202209151700,0.552,NaN,0,NaN,0.552,0,0.552,0.03,0.582
202209151800,0.759,NaN,0.03,NaN,0.789,0,0.759,0.03,0.789
202209151900,0.919,NaN,0.03,NaN,0.949,0.03,0.949,0.03,0.949
202209152000,1.015,NaN,0.03,NaN,1.045,0,1.015,0.03,1.045
202209152100,1.034,NaN,0.03,NaN,1.064,0.03,1.064,0.03,1.064
202209152200,0.987,NaN,0.03,NaN,1.017,0.03,1.017,0.03,1.017
202209152300,0.907,NaN,0.03,NaN,0.937,0.03,0.937,0.03,0.937
202209160000,0.823,NaN,0.03,NaN,0.853,0.03,0.853,0.03,0.853
202209160100,0.757,NaN,0.03,NaN,0.787,0.03,0.787,0.03,0.787
202209160200,0.731,NaN,0.03,NaN,0.761,0,0.731,0.03,0.761
202209160300,0.759,NaN,0.03,NaN,0.789,0.03,0.789,0.061,0.82
202209160400,0.829,NaN,0.03,NaN,0.859,0.03,0.859,0.03,0.859
202209160500,0.912,NaN,0.03,NaN,0.942,0.03,0.942,0.03,0.942
202209160600,0.975,NaN,0,NaN,0.975,0,0.975,0.03,1.005
202209160700,0.985,NaN,0,NaN,0.985,0,0.985,0.03,1.015
202209160800,0.926,NaN,0.03,NaN,0.956,0.03,0.956,0.03,0.956
202209160900,0.792,NaN,0,NaN,0.792,0,0.792,0.03,0.822
202209161000,0.597,NaN,0.03,NaN,0.627,0,0.597,0.03,0.627
202209161100,0.377,NaN,0.03,NaN,0.407,0.03,0.407,0.061,0.438
202209161200,0.177,NaN,0,NaN,0.177,0,0.177,0,0.177
202209161300,0.0279999999999998,NaN,0,NaN,0.0279999999999998,0,0.0279999999999998,0,0.0279999999999998
202209161400,-0.042,NaN,0,NaN,-0.042,0,-0.042,0,-0.042
202209161500,-0.00800000000000001,NaN,0,NaN,-0.00800000000000001,0,-0.00800000000000001,0,-0.00800000000000001
202209161600,0.125,NaN,0,NaN,0.125,0,0.125,0,0.125
202209161700,0.327,NaN,0,NaN,0.327,0,0.327,0,0.327
202209161800,0.562,NaN,0,NaN,0.562,-0.03,0.532,0,0.562
