DATE,TIDE,OB,SURGE,BIAS,TWL,SURGE90p,TWL90p,SURGE10p,TWL10p
202209140000,0.226,NaN,0,NaN,0.226,0,0.226,0.03,0.257
202209140100,0.141,NaN,0,NaN,0.141,0,0.141,0.03,0.171
202209140200,0.062,NaN,0,NaN,0.062,-0.03,0.032,0.03,0.093
202209140300,0.015,NaN,0,NaN,0.015,-0.03,-0.015,0,0.015
202209140400,0.011,NaN,0,NaN,0.011,-0.03,-0.02,0,0.011
202209140500,0.05,NaN,0,NaN,0.05,-0.03,0.02,0,0.05
202209140600,0.116,NaN,0,NaN,0.116,-0.03,0.086,0,0.116
202209140700,0.193,NaN,0,NaN,0.193,-0.03,0.162,0,0.193
202209140800,0.267,NaN,0,NaN,0.267,-0.03,0.237,0,0.267
202209140900,0.315,NaN,-0.03,NaN,0.284,-0.03,0.284,0,0.315
202209141000,0.316,NaN,-0.03,NaN,0.285,-0.061,0.255,0,0.316
202209141100,0.274,NaN,-0.03,NaN,0.243,-0.03,0.243,0,0.274
202209141200,0.198,NaN,-0.03,NaN,0.167,-0.061,0.137,0,0.198
202209141300,0.1,NaN,-0.03,NaN,0.069,-0.061,0.039,0,0.1
202209141400,0.004,NaN,-0.03,NaN,-0.027,-0.061,-0.057,0,0.004
202209141500,-0.062,NaN,-0.03,NaN,-0.092,-0.03,-0.092,0,-0.062
202209141600,-0.082,NaN,-0.03,NaN,-0.113,-0.03,-0.113,0,-0.082
202209141700,-0.053,NaN,0,NaN,-0.053,-0.03,-0.084,0,-0.053
202209141800,0.016,NaN,-0.03,NaN,-0.015,-0.061,-0.045,0,0.016
202209141900,0.107,NaN,-0.03,NaN,0.077,-0.03,0.077,0,0.107
202209142000,0.205,NaN,-0.03,NaN,0.174,-0.03,0.174,0,0.205
202209142100,0.286,NaN,-0.03,NaN,0.256,-0.03,0.256,0,0.286
202209142200,0.327,NaN,0,NaN,0.327,-0.03,0.297,0,0.327
202209142300,0.322,NaN,0,NaN,0.322,0,0.322,0,0.322
202209150000,0.278,NaN,0,NaN,0.278,0,0.278,0,0.278
202209150100,0.202,NaN,0,NaN,0.202,0,0.202,0,0.202
202209150200,0.114,NaN,0,NaN,0.114,0,0.114,0.03,0.144
202209150300,0.042,NaN,0.03,NaN,0.073,0,0.042,0.03,0.073
202209150400,0.005,NaN,0.03,NaN,0.036,0.03,0.036,0.061,0.066
202209150500,0.011,NaN,0.061,NaN,0.072,0.03,0.041,0.091,0.102
202209150600,0.056,NaN,0.091,NaN,0.148,0.061,0.117,0.122,0.178
202209150700,0.127,NaN,0.122,NaN,0.249,0.091,0.219,0.152,0.28
202209150800,0.207,NaN,0.152,NaN,0.359,0.091,0.298,0.183,0.39
202209150900,0.276,NaN,0.183,NaN,0.459,0.122,0.398,0.213,0.489
202209151000,0.312,NaN,0.183,NaN,0.495,0.152,0.465,0.244,0.556
202209151100,0.304,NaN,0.213,NaN,0.517,0.152,0.456,0.274,0.578
202209151200,0.256,NaN,0.213,NaN,0.469,0.152,0.408,0.244,0.5
202209151300,0.177,NaN,0.213,NaN,0.39,0.152,0.329,0.244,0.421
202209151400,0.081,NaN,0.213,NaN,0.294,0.152,0.233,0.244,0.325
202209151500,-0.003,NaN,0.213,NaN,0.21,0.183,0.18,0.244,0.24
202209151600,-0.055,NaN,0.213,NaN,0.159,0.183,0.128,0.244,0.189
202209151700,-0.063,NaN,0.213,NaN,0.151,0.152,0.09,0.244,0.181
202209151800,-0.025,NaN,0.244,NaN,0.219,0.183,0.158,0.274,0.25
202209151900,0.05,NaN,0.213,NaN,0.263,0.183,0.233,0.244,0.294
202209152000,0.141,NaN,0.213,NaN,0.354,0.183,0.324,0.244,0.385
202209152100,0.23,NaN,0.213,NaN,0.444,0.152,0.383,0.244,0.474
202209152200,0.297,NaN,0.213,NaN,0.51,0.152,0.449,0.244,0.54
202209152300,0.322,NaN,0.183,NaN,0.505,0.152,0.474,0.244,0.566
202209160000,0.304,NaN,0.183,NaN,0.487,0.152,0.457,0.213,0.518
202209160100,0.251,NaN,0.183,NaN,0.434,0.122,0.373,0.213,0.465
202209160200,0.172,NaN,0.183,NaN,0.355,0.122,0.294,0.213,0.385
202209160300,0.089,NaN,0.152,NaN,0.242,0.122,0.211,0.213,0.303
202209160400,0.029,NaN,0.152,NaN,0.181,0.091,0.12,0.213,0.242
202209160500,0.002,NaN,0.122,NaN,0.124,0.091,0.094,0.213,0.215
202209160600,0.016,NaN,0.122,NaN,0.138,0.061,0.077,0.183,0.199
202209160700,0.068,NaN,0.122,NaN,0.19,0.061,0.129,0.183,0.251
202209160800,0.141,NaN,0.091,NaN,0.233,0.061,0.202,0.152,0.294
202209160900,0.215,NaN,0.091,NaN,0.307,0.061,0.276,0.152,0.368
202209161000,0.274,NaN,0.091,NaN,0.365,0.061,0.335,0.152,0.426
202209161100,0.299,NaN,0.091,NaN,0.39,0.061,0.36,0.152,0.451
202209161200,0.283,NaN,0.091,NaN,0.375,0.03,0.314,0.122,0.405
202209161300,0.232,NaN,0.091,NaN,0.324,0.061,0.293,0.122,0.354
202209161400,0.155,NaN,0.091,NaN,0.247,0.061,0.216,0.122,0.277
202209161500,0.07,NaN,0.122,NaN,0.192,0.091,0.162,0.152,0.223
202209161600,0.002,NaN,0.122,NaN,0.123,0.091,0.093,0.152,0.154
202209161700,-0.035,NaN,0.152,NaN,0.117,0.122,0.087,0.183,0.148
202209161800,-0.033,NaN,0.244,NaN,0.211,0.122,0.089,0.335,0.303
202209161900,0.014,NaN,0.305,NaN,0.319,0.183,0.197,0.396,0.41
202209162000,0.09,NaN,0.427,NaN,0.517,0.213,0.303,0.518,0.608
202209162100,0.173,NaN,0.549,NaN,0.721,0.305,0.478,0.671,0.843
202209162200,0.247,NaN,0.701,NaN,0.948,0.457,0.704,0.823,1.07
202209162300,0.296,NaN,0.792,NaN,1.088,0.549,0.844,0.914,1.21
202209170000,0.306,NaN,0.823,NaN,1.129,0.64,0.946,0.975,1.281
202209170100,0.277,NaN,0.914,NaN,1.192,0.732,1.009,1.006,1.283
202209170200,0.219,NaN,0.975,NaN,1.194,0.853,1.072,1.097,1.316
202209170300,0.144,NaN,1.097,NaN,1.241,0.945,1.088,1.189,1.332
202209170400,0.072,NaN,1.189,NaN,1.26,1.036,1.108,1.28,1.352
202209170500,0.022,NaN,1.311,NaN,1.332,1.128,1.149,1.402,1.424
202209170600,0.005,NaN,1.402,NaN,1.407,1.28,1.285,1.585,1.59
202209170700,0.027,NaN,1.585,NaN,1.612,1.433,1.46,1.798,1.826
202209170800,0.084,NaN,1.737,NaN,1.821,1.615,1.7,1.981,2.065
202209170900,0.152,NaN,1.92,NaN,2.072,1.768,1.92,2.103,2.255
202209171000,0.215,NaN,2.073,NaN,2.288,1.92,2.135,2.225,2.44
202209171100,0.262,NaN,2.225,NaN,2.487,2.103,2.366,2.377,2.64
202209171200,0.278,NaN,2.134,NaN,2.412,1.859,2.138,2.316,2.595
202209171300,0.257,NaN,2.256,NaN,2.513,1.951,2.208,2.438,2.696
202209171400,0.208,NaN,2.347,NaN,2.555,2.073,2.281,2.53,2.738
202209171500,0.14,NaN,2.408,NaN,2.548,2.195,2.335,2.56,2.701
202209171600,0.07,NaN,2.408,NaN,2.478,2.286,2.356,2.53,2.6
202209171700,0.017,NaN,2.408,NaN,2.425,2.256,2.272,2.499,2.516
202209171800,-0.007,NaN,2.286,NaN,2.279,2.164,2.157,2.408,2.401
202209171900,0.006,NaN,2.286,NaN,2.292,2.164,2.17,2.377,2.384
